period,date,region,trust_name,ae_type,total_attendances,within_4hrs,breaches_over_4hrs,pct_within_4hrs,emergency_admissions,avg_wait_minutes,over_12hr_waits,year,month_name,quarter
2021-08,2021-08-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,3558,3209,349,90.2,924,84,13,2021,August,3
2021-08,2021-08-01,South East,East Kent Hospitals,Type 1 - Major A&E,11449,9422,2027,82.3,3518,133,212,2021,August,3
2021-08,2021-08-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,4644,3774,870,81.2,1101,94,107,2021,August,3
2021-08,2021-08-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,6887,5404,1483,78.5,1471,133,4,2021,August,3
2021-08,2021-08-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,6366,5186,1180,81.5,2055,90,69,2021,August,3
2021-08,2021-08-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,10132,7812,2320,77.1,2521,160,279,2021,August,3
2021-08,2021-08-01,South West,University Hospitals Bristol,Type 1 - Major A&E,5505,3799,1706,69.0,1525,159,105,2021,August,3
2021-08,2021-08-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,3868,3519,349,91.0,1317,36,8,2021,August,3
2021-08,2021-08-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,7199,5296,1903,73.6,1939,143,246,2021,August,3
2021-08,2021-08-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,9878,8123,1755,82.2,2168,128,256,2021,August,3
2021-08,2021-08-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,8920,7874,1046,88.3,1542,83,43,2021,August,3
2021-08,2021-08-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,13558,11083,2475,81.7,4709,134,30,2021,August,3
2021-09,2021-09-01,London,Barts Health NHS Trust,Type 1 - Major A&E,6179,5285,894,85.5,1810,108,56,2021,September,3
2021-09,2021-09-01,London,Imperial College Healthcare,Type 1 - Major A&E,5679,3445,2234,60.7,1386,214,165,2021,September,3
2021-09,2021-09-01,London,Kings College Hospital,Type 1 - Major A&E,12422,9458,2964,76.1,3137,126,286,2021,September,3
2021-09,2021-09-01,London,Guy's and St Thomas',Type 1 - Major A&E,3639,3266,373,89.7,961,87,43,2021,September,3
2021-09,2021-09-01,London,University College London Hospitals,Type 1 - Major A&E,14031,11003,3028,78.4,3854,140,359,2021,September,3
2021-09,2021-09-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,13542,11798,1744,87.1,2048,74,198,2021,September,3
2021-09,2021-09-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,4572,3655,917,79.9,1518,99,106,2021,September,3
2021-09,2021-09-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,4627,4007,620,86.6,1547,61,35,2021,September,3
2021-09,2021-09-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,11376,8250,3126,72.5,2349,184,161,2021,September,3
2021-09,2021-09-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,10544,8287,2257,78.6,2298,110,3,2021,September,3
2021-09,2021-09-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,14451,9934,4517,68.7,4851,200,111,2021,September,3
2021-09,2021-09-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,13812,9544,4268,69.1,4672,203,4,2021,September,3
2021-09,2021-09-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,6825,6240,585,91.4,2201,72,10,2021,September,3
2021-09,2021-09-01,South East,Oxford University Hospitals,Type 1 - Major A&E,5414,3576,1838,66.0,1441,193,226,2021,September,3
2021-09,2021-09-01,South East,Brighton and Sussex,Type 1 - Major A&E,3264,2231,1033,68.3,637,217,92,2021,September,3
2021-09,2021-09-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,5246,4382,864,83.5,938,98,6,2021,September,3
2021-09,2021-09-01,South East,East Kent Hospitals,Type 1 - Major A&E,5175,3353,1822,64.8,1353,193,23,2021,September,3
2021-09,2021-09-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,11806,10868,938,92.0,3026,42,131,2021,September,3
2021-09,2021-09-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,8006,6296,1710,78.6,1768,133,174,2021,September,3
2021-09,2021-09-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,4742,3438,1304,72.5,860,162,177,2021,September,3
2021-09,2021-09-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,10148,9245,903,91.1,2800,57,12,2021,September,3
2021-09,2021-09-01,South West,University Hospitals Bristol,Type 1 - Major A&E,9644,8412,1232,87.2,3074,85,101,2021,September,3
2021-09,2021-09-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,11982,10326,1656,86.2,4066,71,94,2021,September,3
2021-09,2021-09-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,3037,2241,796,73.8,708,154,15,2021,September,3
2021-09,2021-09-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,12647,8726,3921,69.0,4362,210,155,2021,September,3
2021-09,2021-09-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,7439,4982,2457,67.0,1707,206,2,2021,September,3
2021-09,2021-09-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,7291,4613,2678,63.3,1375,243,135,2021,September,3
2021-10,2021-10-01,London,Barts Health NHS Trust,Type 1 - Major A&E,10643,6769,3874,63.6,3535,216,86,2021,October,4
2021-10,2021-10-01,London,Imperial College Healthcare,Type 1 - Major A&E,5490,3549,1941,64.6,945,219,70,2021,October,4
2021-10,2021-10-01,London,Kings College Hospital,Type 1 - Major A&E,8879,6198,2681,69.8,1632,181,265,2021,October,4
2021-10,2021-10-01,London,Guy's and St Thomas',Type 1 - Major A&E,9970,6919,3051,69.4,1753,173,356,2021,October,4
2021-10,2021-10-01,London,University College London Hospitals,Type 1 - Major A&E,11782,7506,4276,63.7,4038,189,208,2021,October,4
2021-10,2021-10-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,8966,7385,1581,82.4,1452,90,50,2021,October,4
2021-10,2021-10-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,7041,5690,1351,80.8,2003,120,35,2021,October,4
2021-10,2021-10-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,10421,9404,1017,90.2,1877,33,109,2021,October,4
2021-10,2021-10-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,12259,10323,1936,84.2,3293,94,12,2021,October,4
2021-10,2021-10-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,3419,2420,999,70.8,1122,197,106,2021,October,4
2021-10,2021-10-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,6975,6205,770,89.0,1590,36,36,2021,October,4
2021-10,2021-10-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,11209,9526,1683,85.0,2388,110,92,2021,October,4
2021-10,2021-10-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,9580,7015,2565,73.2,2963,172,75,2021,October,4
2021-10,2021-10-01,South East,Oxford University Hospitals,Type 1 - Major A&E,9326,7967,1359,85.4,1476,99,55,2021,October,4
2021-10,2021-10-01,South East,Brighton and Sussex,Type 1 - Major A&E,13399,11279,2120,84.2,4533,100,6,2021,October,4
2021-10,2021-10-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,10683,7947,2736,74.4,2340,147,25,2021,October,4
2021-10,2021-10-01,South East,East Kent Hospitals,Type 1 - Major A&E,3748,3102,646,82.7,905,130,5,2021,October,4
2021-10,2021-10-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,5372,4224,1148,78.6,1471,151,10,2021,October,4
2021-10,2021-10-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,8106,5301,2805,65.4,1917,180,258,2021,October,4
2021-10,2021-10-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,9043,8441,602,93.3,1676,30,54,2021,October,4
2021-10,2021-10-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,3238,2325,913,71.8,713,140,88,2021,October,4
2021-10,2021-10-01,South West,University Hospitals Bristol,Type 1 - Major A&E,14246,12415,1831,87.1,4490,52,128,2021,October,4
2021-10,2021-10-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,10730,9213,1517,85.9,2096,92,85,2021,October,4
2021-10,2021-10-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,12887,9572,3315,74.3,2116,146,258,2021,October,4
2021-10,2021-10-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,5549,4756,793,85.7,918,66,117,2021,October,4
2021-10,2021-10-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,4615,3084,1531,66.8,1284,195,175,2021,October,4
2021-10,2021-10-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,13308,8572,4736,64.4,4118,184,417,2021,October,4
2021-11,2021-11-01,London,Barts Health NHS Trust,Type 1 - Major A&E,12812,9718,3094,75.8,2385,167,90,2021,November,4
2021-11,2021-11-01,London,Imperial College Healthcare,Type 1 - Major A&E,4211,2993,1218,71.1,1470,158,115,2021,November,4
2021-11,2021-11-01,London,Kings College Hospital,Type 1 - Major A&E,8085,6779,1306,83.8,1606,86,92,2021,November,4
2021-11,2021-11-01,London,Guy's and St Thomas',Type 1 - Major A&E,5110,3343,1767,65.4,899,225,35,2021,November,4
2021-11,2021-11-01,London,University College London Hospitals,Type 1 - Major A&E,4492,2885,1607,64.2,728,202,150,2021,November,4
2021-11,2021-11-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,7905,5577,2328,70.5,1703,178,93,2021,November,4
2021-11,2021-11-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,12853,9210,3643,71.7,4014,154,211,2021,November,4
2021-11,2021-11-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,6964,6555,409,94.1,1444,30,39,2021,November,4
2021-11,2021-11-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,3138,2297,841,73.2,1083,168,10,2021,November,4
2021-11,2021-11-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,4222,3014,1208,71.4,807,160,135,2021,November,4
2021-11,2021-11-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,8977,6604,2373,73.6,1458,174,95,2021,November,4
2021-11,2021-11-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,9688,6724,2964,69.4,2750,163,226,2021,November,4
2021-11,2021-11-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,6067,5127,940,84.5,1765,70,95,2021,November,4
2021-11,2021-11-01,South East,Oxford University Hospitals,Type 1 - Major A&E,9126,6993,2133,76.6,1930,126,147,2021,November,4
2021-11,2021-11-01,South East,Brighton and Sussex,Type 1 - Major A&E,8886,7501,1385,84.4,3041,77,179,2021,November,4
2021-11,2021-11-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,11583,8466,3117,73.1,2943,184,216,2021,November,4
2021-11,2021-11-01,South East,East Kent Hospitals,Type 1 - Major A&E,15220,12436,2784,81.7,3677,136,19,2021,November,4
2021-11,2021-11-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,4324,2991,1333,69.2,1378,176,164,2021,November,4
2021-11,2021-11-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,13693,8674,5019,63.3,4777,204,175,2021,November,4
2021-11,2021-11-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,13737,11761,1976,85.6,4777,111,95,2021,November,4
2021-11,2021-11-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,10201,7094,3107,69.5,1670,159,143,2021,November,4
2021-11,2021-11-01,South West,University Hospitals Bristol,Type 1 - Major A&E,12498,9051,3447,72.4,2025,189,513,2021,November,4
2021-11,2021-11-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,10040,7195,2845,71.7,2001,192,59,2021,November,4
2021-11,2021-11-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,10202,7761,2441,76.1,1856,131,256,2021,November,4
2021-11,2021-11-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,13699,10542,3157,77.0,4667,133,347,2021,November,4
2021-11,2021-11-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,14999,9997,5002,66.6,5063,192,559,2021,November,4
2021-11,2021-11-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,9029,7330,1699,81.2,2542,132,163,2021,November,4
2021-12,2021-12-01,London,Barts Health NHS Trust,Type 1 - Major A&E,8129,4438,3691,54.6,1733,251,401,2021,December,4
2021-12,2021-12-01,London,Imperial College Healthcare,Type 1 - Major A&E,7958,4434,3524,55.7,2119,292,391,2021,December,4
2021-12,2021-12-01,London,Kings College Hospital,Type 1 - Major A&E,13719,9108,4611,66.4,3646,214,34,2021,December,4
2021-12,2021-12-01,London,Guy's and St Thomas',Type 1 - Major A&E,16934,10057,6877,59.4,3597,215,447,2021,December,4
2021-12,2021-12-01,London,University College London Hospitals,Type 1 - Major A&E,12063,7636,4427,63.3,2929,195,421,2021,December,4
2021-12,2021-12-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,6669,5119,1550,76.7,2283,141,164,2021,December,4
2021-12,2021-12-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,10401,8792,1609,84.5,2584,101,185,2021,December,4
2021-12,2021-12-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,9873,6895,2978,69.8,3162,186,346,2021,December,4
2021-12,2021-12-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,5146,4133,1013,80.3,1532,142,144,2021,December,4
2021-12,2021-12-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,8885,6950,1935,78.2,2929,117,211,2021,December,4
2021-12,2021-12-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,5596,3733,1863,66.7,1270,182,239,2021,December,4
2021-12,2021-12-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,6920,3710,3210,53.6,1900,285,233,2021,December,4
2021-12,2021-12-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,10377,6971,3406,67.2,2341,207,294,2021,December,4
2021-12,2021-12-01,South East,Oxford University Hospitals,Type 1 - Major A&E,12592,9911,2681,78.7,3535,120,248,2021,December,4
2021-12,2021-12-01,South East,Brighton and Sussex,Type 1 - Major A&E,11182,8118,3064,72.6,2307,134,43,2021,December,4
2021-12,2021-12-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,7337,4555,2782,62.1,1653,218,289,2021,December,4
2021-12,2021-12-01,South East,East Kent Hospitals,Type 1 - Major A&E,6935,4785,2150,69.0,1700,162,245,2021,December,4
2021-12,2021-12-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,11202,8619,2583,76.9,3813,137,297,2021,December,4
2021-12,2021-12-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,18129,11790,6339,65.0,3397,217,895,2021,December,4
2021-12,2021-12-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,6297,4111,2186,65.3,1328,181,301,2021,December,4
2021-12,2021-12-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,8707,5794,2913,66.5,1728,197,99,2021,December,4
2021-12,2021-12-01,South West,University Hospitals Bristol,Type 1 - Major A&E,10419,7328,3091,70.3,2418,154,118,2021,December,4
2021-12,2021-12-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,17874,13114,4760,73.4,3735,158,690,2021,December,4
2021-12,2021-12-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,16577,13820,2757,83.4,3450,118,347,2021,December,4
2021-12,2021-12-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,10894,7367,3527,67.6,1748,221,243,2021,December,4
2021-12,2021-12-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,7952,5777,2175,72.6,1235,169,183,2021,December,4
2021-12,2021-12-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,8346,6481,1865,77.6,2165,128,268,2021,December,4
2022-01,2022-01-01,London,Barts Health NHS Trust,Type 1 - Major A&E,9070,5003,4067,55.2,1518,259,288,2022,January,1
2022-01,2022-01-01,London,Imperial College Healthcare,Type 1 - Major A&E,4108,1971,2137,48.0,985,317,239,2022,January,1
2022-01,2022-01-01,London,Kings College Hospital,Type 1 - Major A&E,16335,10885,5450,66.6,4133,226,546,2022,January,1
2022-01,2022-01-01,London,Guy's and St Thomas',Type 1 - Major A&E,17117,11854,5263,69.3,3335,154,186,2022,January,1
2022-01,2022-01-01,London,University College London Hospitals,Type 1 - Major A&E,17996,12005,5991,66.7,3172,227,354,2022,January,1
2022-01,2022-01-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,7237,4686,2551,64.7,1160,184,314,2022,January,1
2022-01,2022-01-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,6124,4627,1497,75.6,1662,170,111,2022,January,1
2022-01,2022-01-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,17672,10401,7271,58.9,4842,271,957,2022,January,1
2022-01,2022-01-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,16402,9023,7379,55.0,3335,282,478,2022,January,1
2022-01,2022-01-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,16870,10514,6356,62.3,5283,207,693,2022,January,1
2022-01,2022-01-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,8908,6344,2564,71.2,1646,151,242,2022,January,1
2022-01,2022-01-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,5854,4713,1141,80.5,1002,91,51,2022,January,1
2022-01,2022-01-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,13156,7981,5175,60.7,3110,249,617,2022,January,1
2022-01,2022-01-01,South East,Oxford University Hospitals,Type 1 - Major A&E,13706,8874,4832,64.7,2658,187,98,2022,January,1
2022-01,2022-01-01,South East,Brighton and Sussex,Type 1 - Major A&E,6425,4525,1900,70.4,1738,157,7,2022,January,1
2022-01,2022-01-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,16841,13179,3662,78.3,4507,150,53,2022,January,1
2022-01,2022-01-01,South East,East Kent Hospitals,Type 1 - Major A&E,8435,5441,2994,64.5,1864,202,297,2022,January,1
2022-01,2022-01-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,18004,14555,3449,80.8,4504,142,70,2022,January,1
2022-01,2022-01-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,17909,11589,6320,64.7,3013,206,713,2022,January,1
2022-01,2022-01-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,9097,5950,3147,65.4,1863,202,208,2022,January,1
2022-01,2022-01-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,7663,5273,2390,68.8,1311,159,215,2022,January,1
2022-01,2022-01-01,South West,University Hospitals Bristol,Type 1 - Major A&E,12711,7208,5503,56.7,2329,274,639,2022,January,1
2022-01,2022-01-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,5388,3965,1423,73.6,1141,170,198,2022,January,1
2022-01,2022-01-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,3975,3029,946,76.2,1366,161,97,2022,January,1
2022-01,2022-01-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,18216,14247,3969,78.2,4717,103,549,2022,January,1
2022-01,2022-01-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,12993,7542,5451,58.0,2837,222,565,2022,January,1
2022-01,2022-01-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,8934,5063,3871,56.7,2364,287,543,2022,January,1
2022-02,2022-02-01,London,Barts Health NHS Trust,Type 1 - Major A&E,11998,5941,6057,49.5,3303,328,86,2022,February,1
2022-02,2022-02-01,London,Imperial College Healthcare,Type 1 - Major A&E,12092,7613,4479,63.0,2386,199,337,2022,February,1
2022-02,2022-02-01,London,Kings College Hospital,Type 1 - Major A&E,11081,6811,4270,61.5,3233,239,631,2022,February,1
2022-02,2022-02-01,London,Guy's and St Thomas',Type 1 - Major A&E,5484,2924,2560,53.3,1521,256,49,2022,February,1
2022-02,2022-02-01,London,University College London Hospitals,Type 1 - Major A&E,17194,9924,7270,57.7,2900,268,701,2022,February,1
2022-02,2022-02-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,9319,7628,1691,81.8,2209,96,131,2022,February,1
2022-02,2022-02-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,11767,8424,3343,71.6,3504,167,335,2022,February,1
2022-02,2022-02-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,17627,9865,7762,56.0,5179,261,223,2022,February,1
2022-02,2022-02-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,4495,3140,1355,69.8,872,164,95,2022,February,1
2022-02,2022-02-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,9375,8028,1347,85.6,1948,59,156,2022,February,1
2022-02,2022-02-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,3661,2260,1401,61.7,720,241,76,2022,February,1
2022-02,2022-02-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,5568,3454,2114,62.0,1692,253,36,2022,February,1
2022-02,2022-02-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,9710,7792,1918,80.2,2018,98,52,2022,February,1
2022-02,2022-02-01,South East,Oxford University Hospitals,Type 1 - Major A&E,6883,4791,2092,69.6,2344,172,144,2022,February,1
2022-02,2022-02-01,South East,Brighton and Sussex,Type 1 - Major A&E,12879,10454,2425,81.2,2119,103,96,2022,February,1
2022-02,2022-02-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,12308,10044,2264,81.6,2090,111,259,2022,February,1
2022-02,2022-02-01,South East,East Kent Hospitals,Type 1 - Major A&E,8158,5066,3092,62.1,2192,256,134,2022,February,1
2022-02,2022-02-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,17459,13082,4377,74.9,5431,165,36,2022,February,1
2022-02,2022-02-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,10725,7800,2925,72.7,2568,181,15,2022,February,1
2022-02,2022-02-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,14643,10295,4348,70.3,3629,186,220,2022,February,1
2022-02,2022-02-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,13129,7845,5284,59.8,2184,258,98,2022,February,1
2022-02,2022-02-01,South West,University Hospitals Bristol,Type 1 - Major A&E,17754,10086,7668,56.8,5635,277,904,2022,February,1
2022-02,2022-02-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,14605,10988,3617,75.2,3553,173,532,2022,February,1
2022-02,2022-02-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,12152,7086,5066,58.3,3580,238,505,2022,February,1
2022-02,2022-02-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,12628,7557,5071,59.8,3187,231,7,2022,February,1
2022-02,2022-02-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,10142,6178,3964,60.9,2825,237,594,2022,February,1
2022-02,2022-02-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,9360,7318,2042,78.2,2035,117,241,2022,February,1
2022-03,2022-03-01,London,Barts Health NHS Trust,Type 1 - Major A&E,6390,3950,2440,61.8,1093,212,64,2022,March,1
2022-03,2022-03-01,London,Imperial College Healthcare,Type 1 - Major A&E,9956,8497,1459,85.3,3324,102,48,2022,March,1
2022-03,2022-03-01,London,Kings College Hospital,Type 1 - Major A&E,8354,6186,2168,74.0,2361,171,322,2022,March,1
2022-03,2022-03-01,London,Guy's and St Thomas',Type 1 - Major A&E,3427,2698,729,78.7,890,130,105,2022,March,1
2022-03,2022-03-01,London,University College London Hospitals,Type 1 - Major A&E,5150,3829,1321,74.3,1238,179,147,2022,March,1
2022-03,2022-03-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,12339,10221,2118,82.8,2944,99,4,2022,March,1
2022-03,2022-03-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,4934,3206,1728,65.0,1242,180,19,2022,March,1
2022-03,2022-03-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,13298,8716,4582,65.5,4022,205,456,2022,March,1
2022-03,2022-03-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,11349,7919,3430,69.8,2716,176,278,2022,March,1
2022-03,2022-03-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,11760,8089,3671,68.8,3211,179,515,2022,March,1
2022-03,2022-03-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,7451,6084,1367,81.6,1514,134,115,2022,March,1
2022-03,2022-03-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,9298,6716,2582,72.2,1505,154,202,2022,March,1
2022-03,2022-03-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,15184,12379,2805,81.5,3690,114,141,2022,March,1
2022-03,2022-03-01,South East,Oxford University Hospitals,Type 1 - Major A&E,3711,2749,962,74.1,650,140,102,2022,March,1
2022-03,2022-03-01,South East,Brighton and Sussex,Type 1 - Major A&E,14575,10614,3961,72.8,4829,139,37,2022,March,1
2022-03,2022-03-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,7578,6883,695,90.8,1469,35,67,2022,March,1
2022-03,2022-03-01,South East,East Kent Hospitals,Type 1 - Major A&E,13522,10922,2600,80.8,3065,123,63,2022,March,1
2022-03,2022-03-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,5302,3760,1542,70.9,885,147,178,2022,March,1
2022-03,2022-03-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,9017,7203,1814,79.9,2483,118,215,2022,March,1
2022-03,2022-03-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,3859,2783,1076,72.1,1130,140,30,2022,March,1
2022-03,2022-03-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,10898,9338,1560,85.7,2433,109,0,2022,March,1
2022-03,2022-03-01,South West,University Hospitals Bristol,Type 1 - Major A&E,7240,5303,1937,73.2,1199,165,185,2022,March,1
2022-03,2022-03-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,8963,6382,2581,71.2,1686,168,137,2022,March,1
2022-03,2022-03-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,6668,5065,1603,76.0,1698,123,62,2022,March,1
2022-03,2022-03-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,15177,11960,3217,78.8,2620,102,234,2022,March,1
2022-03,2022-03-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,15505,9991,5514,64.4,4216,223,336,2022,March,1
2022-03,2022-03-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,8547,5850,2697,68.4,1691,192,210,2022,March,1
2022-04,2022-04-01,London,Barts Health NHS Trust,Type 1 - Major A&E,3861,2981,880,77.2,1078,141,32,2022,April,2
2022-04,2022-04-01,London,Imperial College Healthcare,Type 1 - Major A&E,4792,2740,2052,57.2,1055,269,63,2022,April,2
2022-04,2022-04-01,London,Kings College Hospital,Type 1 - Major A&E,3599,1994,1605,55.4,832,282,196,2022,April,2
