transaction_id,date,year,month,price_gbp,property_type,new_build,region,postcode_area
TX-002864,2019-12-23,2019,12,171624,Flat,0,East of England,EA2
TX-002865,2021-04-18,2021,4,219363,Terraced,0,South West,SO15
TX-002866,2019-05-12,2019,5,293960,Detached,0,Scotland,SC5
TX-002867,2020-08-10,2020,8,245944,Terraced,1,South West,SO28
TX-002868,2021-07-28,2021,7,402338,Detached,1,Wales,WA17
TX-002869,2024-05-16,2024,5,235687,Flat,0,South West,SO18
TX-002870,2022-04-10,2022,4,277063,Terraced,1,South East,SO28
TX-002871,2021-04-16,2021,4,610224,Terraced,1,London,LO27
TX-002872,2024-08-05,2024,8,170834,Semi-Detached,0,Yorkshire,YO10
TX-002873,2018-08-23,2018,8,169256,Terraced,0,South West,SO16
TX-002874,2023-12-22,2023,12,523033,Semi-Detached,0,London,LO23
TX-002875,2022-11-07,2022,11,278799,Terraced,0,Yorkshire,YO27
TX-002876,2023-07-28,2023,7,529010,Terraced,0,London,LO4
TX-002877,2018-02-08,2018,2,138735,Semi-Detached,0,North West,NO15
TX-002878,2018-11-12,2018,11,596958,Terraced,1,London,LO17
TX-002879,2024-03-05,2024,3,1047018,Detached,0,London,LO20
TX-002880,2019-04-11,2019,4,582111,Semi-Detached,0,London,LO3
TX-002881,2018-10-19,2018,10,137254,Semi-Detached,0,Scotland,SC15
TX-002882,2021-04-25,2021,4,216767,Terraced,0,East of England,EA28
TX-002883,2023-04-28,2023,4,93679,Flat,0,West Midlands,WE27
TX-002884,2020-08-21,2020,8,102678,Flat,0,Yorkshire,YO18
TX-002885,2019-06-05,2019,6,380546,Detached,0,Yorkshire,YO9
TX-002886,2019-07-08,2019,7,141303,Flat,0,Scotland,SC3
TX-002887,2022-02-16,2022,2,235547,Terraced,0,North West,NO26
TX-002888,2023-02-07,2023,2,76175,Flat,0,Scotland,SC14
TX-002889,2024-01-21,2024,1,673758,Semi-Detached,0,London,LO16
TX-002890,2024-01-16,2024,1,228472,Terraced,0,Yorkshire,YO27
TX-002891,2020-02-11,2020,2,305735,Terraced,0,South East,SO7
TX-002892,2018-04-17,2018,4,231761,Flat,0,London,LO18
TX-002893,2021-10-05,2021,10,618452,Terraced,0,London,LO11
TX-002894,2022-08-17,2022,8,180616,Semi-Detached,1,North West,NO22
TX-002895,2021-05-23,2021,5,246401,Terraced,0,South West,SO19
TX-002896,2024-06-11,2024,6,325511,Terraced,0,Yorkshire,YO3
TX-002897,2019-04-06,2019,4,131313,Terraced,1,Northern Ireland,NO23
TX-002898,2020-05-12,2020,5,118487,Terraced,0,North East,NO15
TX-002899,2023-08-09,2023,8,175129,Terraced,0,Yorkshire,YO24
TX-002900,2018-02-10,2018,2,200460,Semi-Detached,0,East of England,EA6
TX-002901,2021-04-16,2021,4,114271,Detached,0,Northern Ireland,NO2
TX-002902,2021-02-23,2021,2,244060,Flat,0,Yorkshire,YO7
TX-002903,2021-12-24,2021,12,174381,Flat,0,Wales,WA26
TX-002904,2023-09-15,2023,9,412479,Flat,0,London,LO12
TX-002905,2022-07-06,2022,7,137998,Terraced,0,Yorkshire,YO26
TX-002906,2018-07-09,2018,7,602342,Detached,0,East of England,EA20
TX-002907,2022-08-28,2022,8,589774,Detached,0,East Midlands,EA22
TX-002908,2022-08-05,2022,8,749419,Semi-Detached,0,London,LO21
TX-002909,2019-12-28,2019,12,329267,Semi-Detached,0,South West,SO1
TX-002910,2021-12-22,2021,12,208381,Semi-Detached,1,North East,NO15
TX-002911,2023-02-17,2023,2,629153,Detached,0,Yorkshire,YO11
TX-002912,2018-01-01,2018,1,146075,Terraced,0,Wales,WA7
TX-002913,2024-09-25,2024,9,413036,Semi-Detached,0,East of England,EA27
TX-002914,2020-08-10,2020,8,241442,Detached,0,North East,NO11
TX-002915,2023-10-13,2023,10,783854,Detached,0,London,LO26
TX-002916,2018-01-16,2018,1,293342,Detached,1,Wales,WA20
TX-002917,2024-01-17,2024,1,253374,Flat,0,Scotland,SC3
TX-002918,2023-07-24,2023,7,253700,Semi-Detached,0,North West,NO28
TX-002919,2019-05-14,2019,5,786271,Detached,0,East of England,EA9
TX-002920,2023-07-07,2023,7,311857,Detached,0,Scotland,SC21
TX-002921,2021-02-03,2021,2,295134,Semi-Detached,0,Wales,WA28
TX-002922,2018-03-18,2018,3,458964,Terraced,0,London,LO9
TX-002923,2018-06-09,2018,6,228279,Terraced,1,East Midlands,EA10
TX-002924,2019-01-09,2019,1,247813,Semi-Detached,1,West Midlands,WE8
TX-002925,2019-08-02,2019,8,445878,Flat,0,London,LO12
TX-002926,2024-10-01,2024,10,350964,Terraced,0,South West,SO17
TX-002927,2024-01-14,2024,1,216690,Flat,0,West Midlands,WE11
TX-002928,2020-04-05,2020,4,546938,Semi-Detached,0,London,LO9
TX-002929,2024-01-14,2024,1,368070,Flat,0,South East,SO16
TX-002930,2018-01-10,2018,1,237566,Semi-Detached,0,West Midlands,WE3
TX-002931,2022-01-07,2022,1,128300,Semi-Detached,0,Scotland,SC1
TX-002932,2019-07-22,2019,7,211188,Terraced,0,London,LO2
TX-002933,2023-04-27,2023,4,458752,Semi-Detached,0,South East,SO2
TX-002934,2024-10-05,2024,10,517026,Semi-Detached,0,South West,SO12
TX-002935,2018-05-26,2018,5,124443,Flat,0,East Midlands,EA19
TX-002936,2021-10-13,2021,10,233365,Semi-Detached,1,North West,NO19
TX-002937,2018-05-08,2018,5,332078,Detached,0,South West,SO2
TX-002938,2019-11-13,2019,11,385325,Semi-Detached,0,London,LO18
TX-002939,2021-03-08,2021,3,371195,Detached,0,Northern Ireland,NO27
TX-002940,2019-09-28,2019,9,85326,Terraced,1,North East,NO21
TX-002941,2022-10-11,2022,10,372622,Terraced,1,South East,SO27
TX-002942,2024-06-14,2024,6,188594,Semi-Detached,0,North West,NO29
TX-002943,2024-10-02,2024,10,105541,Terraced,1,Scotland,SC7
TX-002944,2023-04-04,2023,4,512557,Terraced,0,London,LO29
TX-002945,2018-06-12,2018,6,226983,Semi-Detached,0,South West,SO21
TX-002946,2020-01-12,2020,1,212316,Terraced,1,West Midlands,WE20
TX-002947,2022-03-03,2022,3,464998,Detached,0,East of England,EA19
TX-002948,2019-10-12,2019,10,278726,Terraced,0,South East,SO7
TX-002949,2019-03-13,2019,3,310361,Detached,1,Yorkshire,YO12
TX-002950,2023-03-15,2023,3,234229,Terraced,0,Yorkshire,YO17
TX-002951,2019-05-23,2019,5,448123,Semi-Detached,0,London,LO10
TX-002952,2022-05-18,2022,5,182597,Semi-Detached,0,Northern Ireland,NO20
TX-002953,2021-11-24,2021,11,173352,Terraced,0,North West,NO24
TX-002954,2023-09-24,2023,9,121714,Flat,0,West Midlands,WE16
TX-002955,2024-05-09,2024,5,161627,Terraced,0,Scotland,SC13
TX-002956,2018-05-11,2018,5,134360,Terraced,0,Wales,WA23
TX-002957,2022-08-27,2022,8,423440,Terraced,0,London,LO3
TX-002958,2022-05-24,2022,5,1250391,Detached,0,London,LO8
TX-002959,2019-10-24,2019,10,467450,Semi-Detached,0,South East,SO6
TX-002960,2020-03-24,2020,3,646624,Detached,0,East of England,EA5
TX-002961,2022-12-26,2022,12,109921,Semi-Detached,0,North West,NO2
TX-002962,2019-08-19,2019,8,256157,Terraced,0,South West,SO17
TX-002963,2021-02-15,2021,2,208767,Flat,0,Scotland,SC3
TX-002964,2022-12-03,2022,12,172282,Semi-Detached,0,Northern Ireland,NO19
TX-002965,2021-07-17,2021,7,241413,Terraced,0,Yorkshire,YO12
TX-002966,2023-02-22,2023,2,141605,Flat,0,East Midlands,EA5
TX-002967,2023-08-01,2023,8,269188,Semi-Detached,0,North West,NO28
TX-002968,2018-07-06,2018,7,494915,Terraced,0,South East,SO18
TX-002969,2021-11-17,2021,11,358748,Flat,1,London,LO22
TX-002970,2024-09-23,2024,9,172324,Terraced,0,Northern Ireland,NO18
TX-002971,2020-06-14,2020,6,222902,Semi-Detached,0,North West,NO16
TX-002972,2021-05-18,2021,5,280371,Semi-Detached,0,West Midlands,WE4
TX-002973,2021-12-03,2021,12,596589,Detached,0,London,LO22
TX-002974,2021-10-14,2021,10,811799,Detached,0,South East,SO24
TX-002975,2020-01-05,2020,1,377284,Detached,0,North West,NO23
TX-002976,2018-05-13,2018,5,147006,Semi-Detached,0,West Midlands,WE15
TX-002977,2021-05-05,2021,5,229140,Flat,0,London,LO25
TX-002978,2021-04-21,2021,4,202666,Terraced,0,South West,SO21
TX-002979,2022-09-22,2022,9,92933,Flat,0,Yorkshire,YO23
TX-002980,2022-02-26,2022,2,423975,Semi-Detached,1,London,LO23
TX-002981,2018-08-10,2018,8,124849,Flat,0,Wales,WA3
TX-002982,2023-03-17,2023,3,296155,Terraced,0,London,LO16
TX-002983,2020-07-18,2020,7,385160,Terraced,0,London,LO19
TX-002984,2022-03-05,2022,3,218427,Semi-Detached,0,North West,NO14
TX-002985,2021-09-02,2021,9,213995,Terraced,0,South East,SO28
TX-002986,2024-09-24,2024,9,435776,Detached,1,Wales,WA24
TX-002987,2022-05-06,2022,5,235781,Terraced,1,Yorkshire,YO6
TX-002988,2023-01-01,2023,1,140773,Semi-Detached,1,North East,NO21
TX-002989,2021-11-03,2021,11,157892,Flat,0,West Midlands,WE9
TX-002990,2024-11-27,2024,11,164174,Semi-Detached,0,Yorkshire,YO7
TX-002991,2024-07-28,2024,7,226584,Flat,0,South West,SO4
TX-002992,2022-11-19,2022,11,386228,Detached,0,Yorkshire,YO29
TX-002993,2019-10-17,2019,10,348436,Semi-Detached,0,East of England,EA9
TX-002994,2019-08-11,2019,8,325255,Terraced,0,London,LO10
TX-002995,2023-05-20,2023,5,220700,Terraced,0,South West,SO11
TX-002996,2024-07-06,2024,7,625825,Detached,0,North West,NO11
TX-002997,2019-04-03,2019,4,314478,Semi-Detached,1,South East,SO2
TX-002998,2018-06-17,2018,6,145767,Terraced,0,Yorkshire,YO18
TX-002999,2020-02-25,2020,2,91490,Flat,0,Yorkshire,YO7
TX-003000,2022-05-01,2022,5,421618,Semi-Detached,0,East of England,EA3
TX-003001,2024-09-12,2024,9,351150,Flat,0,London,LO19
TX-003002,2023-03-09,2023,3,284900,Flat,0,South East,SO27
TX-003003,2018-02-01,2018,2,267338,Terraced,0,London,LO25
TX-003004,2024-02-20,2024,2,414692,Detached,0,East Midlands,EA4
TX-003005,2024-05-18,2024,5,352649,Flat,0,South East,SO11
TX-003006,2020-12-14,2020,12,96312,Terraced,0,North East,NO6
TX-003007,2019-11-04,2019,11,443434,Terraced,0,South East,SO4
TX-003008,2021-02-01,2021,2,100481,Terraced,1,West Midlands,WE9
TX-003009,2018-11-13,2018,11,125260,Flat,0,North West,NO13
TX-003010,2024-06-19,2024,6,149076,Flat,0,Yorkshire,YO3
TX-003011,2022-08-07,2022,8,123983,Terraced,0,Yorkshire,YO8
TX-003012,2020-01-13,2020,1,161572,Flat,0,Wales,WA29
TX-003013,2021-01-09,2021,1,495553,Flat,0,London,LO14
TX-003014,2020-06-17,2020,6,309093,Semi-Detached,1,South West,SO13
TX-003015,2020-11-06,2020,11,205400,Semi-Detached,0,Yorkshire,YO20
TX-003016,2021-07-27,2021,7,167136,Terraced,0,Yorkshire,YO23
TX-003017,2020-03-14,2020,3,116455,Terraced,0,Northern Ireland,NO3
TX-003018,2024-09-06,2024,9,149151,Flat,0,East of England,EA2
TX-003019,2018-07-22,2018,7,254794,Flat,0,London,LO28
TX-003020,2019-09-22,2019,9,703840,Semi-Detached,0,London,LO24
TX-003021,2022-09-16,2022,9,789094,Detached,0,East of England,EA22
TX-003022,2018-06-01,2018,6,524003,Terraced,0,London,LO15
TX-003023,2023-08-04,2023,8,516172,Detached,0,Wales,WA12
TX-003024,2020-01-03,2020,1,171317,Terraced,1,East Midlands,EA9
TX-003025,2024-05-14,2024,5,159913,Terraced,0,Northern Ireland,NO24
TX-003026,2022-01-11,2022,1,529220,Detached,0,East of England,EA2
TX-003027,2023-03-25,2023,3,181368,Semi-Detached,0,Scotland,SC22
TX-003028,2022-05-15,2022,5,147122,Terraced,0,North West,NO8
TX-003029,2022-07-20,2022,7,543673,Semi-Detached,1,South East,SO28
TX-003030,2023-07-19,2023,7,186527,Terraced,0,North West,NO25
TX-003031,2019-06-02,2019,6,235943,Detached,0,Wales,WA26
TX-003032,2024-04-27,2024,4,129912,Terraced,0,Scotland,SC11
TX-003033,2020-08-07,2020,8,113250,Flat,0,Wales,WA24
TX-003034,2019-04-24,2019,4,143182,Semi-Detached,1,Scotland,SC22
TX-003035,2021-05-25,2021,5,338631,Terraced,1,Scotland,SC29
TX-003036,2018-10-25,2018,10,231175,Semi-Detached,0,Wales,WA25
TX-003037,2021-05-01,2021,5,196281,Flat,1,East Midlands,EA22
TX-003038,2020-04-23,2020,4,358013,Detached,0,North West,NO15
TX-003039,2020-02-11,2020,2,333274,Terraced,1,London,LO29
TX-003040,2021-11-10,2021,11,416099,Semi-Detached,0,London,LO16
TX-003041,2023-03-13,2023,3,215534,Terraced,0,North West,NO2
TX-003042,2022-10-01,2022,10,70705,Flat,0,West Midlands,WE14
TX-003043,2020-07-05,2020,7,434463,Terraced,0,London,LO7
TX-003044,2022-02-10,2022,2,155770,Flat,0,Scotland,SC24
TX-003045,2022-05-24,2022,5,1580010,Detached,0,London,LO7
TX-003046,2023-08-27,2023,8,403257,Detached,0,North East,NO14
TX-003047,2020-06-15,2020,6,350299,Flat,0,London,LO19
TX-003048,2020-07-02,2020,7,312374,Terraced,0,Wales,WA7
TX-003049,2019-12-20,2019,12,186545,Terraced,0,South West,SO27
TX-003050,2022-03-08,2022,3,383738,Terraced,0,London,LO4
TX-003051,2021-01-17,2021,1,659505,Detached,0,South West,SO23
TX-003052,2023-03-20,2023,3,248609,Semi-Detached,0,Wales,WA22
TX-003053,2021-12-08,2021,12,287094,Semi-Detached,0,North West,NO21
TX-003054,2023-05-28,2023,5,678373,Semi-Detached,0,South East,SO22
TX-003055,2021-09-05,2021,9,202898,Semi-Detached,1,Wales,WA5
TX-003056,2019-10-23,2019,10,188289,Terraced,1,West Midlands,WE14
TX-003057,2020-09-24,2020,9,156967,Terraced,0,Wales,WA13
TX-003058,2019-04-19,2019,4,168822,Semi-Detached,0,Northern Ireland,NO21
TX-003059,2024-05-28,2024,5,322246,Semi-Detached,0,Wales,WA27
TX-003060,2022-04-23,2022,4,413637,Flat,0,London,LO11
TX-003061,2021-08-12,2021,8,318618,Semi-Detached,0,West Midlands,WE14
TX-003062,2024-05-12,2024,5,284741,Flat,0,London,LO3
TX-003063,2024-10-15,2024,10,256778,Semi-Detached,0,Yorkshire,YO23
TX-003064,2020-03-17,2020,3,340392,Semi-Detached,1,South West,SO1
TX-003065,2024-09-13,2024,9,218787,Terraced,0,Northern Ireland,NO27
TX-003066,2018-01-23,2018,1,362528,Terraced,0,London,LO19
TX-003067,2022-11-01,2022,11,501381,Detached,0,Yorkshire,YO9
TX-003068,2019-04-08,2019,4,333388,Semi-Detached,0,South East,SO23
TX-003069,2024-01-09,2024,1,273361,Detached,0,North West,NO5
TX-003070,2021-06-08,2021,6,739015,Semi-Detached,0,London,LO27
TX-003071,2018-11-23,2018,11,224887,Detached,0,Scotland,SC6
TX-003072,2021-10-23,2021,10,170622,Semi-Detached,0,North West,NO4
TX-003073,2019-06-25,2019,6,294123,Terraced,0,London,LO10
TX-003074,2024-12-03,2024,12,196428,Flat,0,South East,SO19
TX-003075,2023-04-12,2023,4,598418,Semi-Detached,0,London,LO29
TX-003076,2019-01-10,2019,1,107411,Flat,0,Yorkshire,YO20
TX-003077,2018-10-04,2018,10,230635,Semi-Detached,0,Scotland,SC6
TX-003078,2020-08-23,2020,8,124731,Terraced,1,North West,NO7
TX-003079,2021-02-19,2021,2,379478,Terraced,0,East of England,EA1
TX-003080,2019-12-13,2019,12,305317,Flat,0,London,LO26
TX-003081,2020-09-19,2020,9,132029,Terraced,0,East of England,EA4
TX-003082,2020-08-18,2020,8,218504,Semi-Detached,0,West Midlands,WE4
TX-003083,2018-04-09,2018,4,287743,Terraced,0,South East,SO10
TX-003084,2020-12-06,2020,12,176557,Semi-Detached,1,North East,NO25
TX-003085,2019-05-17,2019,5,636593,Detached,0,East of England,EA4
TX-003086,2023-01-02,2023,1,344668,Semi-Detached,0,South West,SO13
TX-003087,2020-03-28,2020,3,128342,Semi-Detached,0,North East,NO28
TX-003088,2021-06-28,2021,6,859764,Semi-Detached,0,London,LO14
TX-003089,2022-06-22,2022,6,292135,Detached,0,North East,NO7
TX-003090,2022-01-10,2022,1,226324,Terraced,0,South West,SO9
TX-003091,2019-03-13,2019,3,123475,Flat,0,West Midlands,WE22
TX-003092,2023-05-28,2023,5,273880,Terraced,0,South East,SO10
TX-003093,2023-09-15,2023,9,141344,Semi-Detached,0,Wales,WA25
TX-003094,2024-11-08,2024,11,183470,Terraced,1,Yorkshire,YO4
TX-003095,2022-11-06,2022,11,131717,Terraced,0,West Midlands,WE11
TX-003096,2021-08-11,2021,8,904643,Detached,0,London,LO24
TX-003097,2023-01-19,2023,1,1494743,Detached,0,London,LO24
TX-003098,2023-01-02,2023,1,250332,Semi-Detached,0,Scotland,SC18
TX-003099,2024-04-15,2024,4,335692,Semi-Detached,0,South West,SO26
TX-003100,2019-03-27,2019,3,444093,Terraced,0,London,LO12
TX-003101,2020-04-23,2020,4,265309,Terraced,0,East of England,EA29
TX-003102,2021-02-20,2021,2,155061,Terraced,0,North West,NO24
TX-003103,2022-03-10,2022,3,223480,Semi-Detached,1,Wales,WA25
TX-003104,2018-11-02,2018,11,145908,Terraced,0,South West,SO19
TX-003105,2019-09-22,2019,9,341830,Detached,0,West Midlands,WE16
TX-003106,2018-01-02,2018,1,88640,Terraced,1,Northern Ireland,NO11
TX-003107,2022-03-22,2022,3,506516,Semi-Detached,0,South East,SO18
TX-003108,2018-12-05,2018,12,270546,Detached,0,Wales,WA26
TX-003109,2024-02-13,2024,2,503459,Detached,0,South West,SO13
TX-003110,2021-07-15,2021,7,284779,Flat,0,London,LO13
TX-003111,2020-11-09,2020,11,331040,Terraced,0,London,LO10
TX-003112,2021-04-22,2021,4,197573,Flat,0,East Midlands,EA9
TX-003113,2020-06-14,2020,6,496244,Detached,0,South West,SO16
TX-003114,2022-09-06,2022,9,220200,Semi-Detached,0,North West,NO5
TX-003115,2024-02-26,2024,2,770328,Semi-Detached,0,London,LO6
TX-003116,2020-06-01,2020,6,149170,Flat,1,East of England,EA22
TX-003117,2021-10-07,2021,10,631596,Detached,0,North West,NO4
TX-003118,2018-01-25,2018,1,316748,Semi-Detached,0,London,LO8
TX-003119,2021-12-13,2021,12,301991,Terraced,0,South West,SO22
TX-003120,2021-04-06,2021,4,145325,Semi-Detached,1,Wales,WA4
TX-003121,2020-12-03,2020,12,247654,Semi-Detached,1,Northern Ireland,NO23
TX-003122,2018-11-14,2018,11,127288,Semi-Detached,1,Scotland,SC29
TX-003123,2024-03-07,2024,3,1127314,Detached,0,South West,SO5
TX-003124,2023-07-04,2023,7,126354,Semi-Detached,0,Northern Ireland,NO10
TX-003125,2022-04-11,2022,4,171948,Semi-Detached,0,North West,NO10
TX-003126,2022-07-22,2022,7,377239,Terraced,0,West Midlands,WE20
TX-003127,2023-09-05,2023,9,127569,Terraced,0,Yorkshire,YO22
TX-003128,2024-03-14,2024,3,130065,Terraced,1,Yorkshire,YO29
TX-003129,2018-01-05,2018,1,288964,Flat,1,London,LO8
TX-003130,2024-06-04,2024,6,371996,Semi-Detached,0,East of England,EA25
TX-003131,2021-10-24,2021,10,323052,Semi-Detached,0,East of England,EA1
TX-003132,2021-10-26,2021,10,295914,Terraced,0,East Midlands,EA14
TX-003133,2019-05-09,2019,5,141237,Flat,0,South West,SO4
TX-003134,2024-07-09,2024,7,198079,Detached,0,Scotland,SC13
TX-003135,2020-11-04,2020,11,479126,Terraced,0,London,LO5
TX-003136,2024-11-18,2024,11,177373,Terraced,0,North West,NO3
TX-003137,2024-11-06,2024,11,229750,Terraced,0,South West,SO13
TX-003138,2018-04-06,2018,4,353154,Terraced,0,London,LO11
TX-003139,2021-04-24,2021,4,309761,Semi-Detached,0,West Midlands,WE21
TX-003140,2019-12-27,2019,12,398556,Detached,1,North West,NO29
TX-003141,2021-06-17,2021,6,164991,Flat,1,North West,NO10
TX-003142,2020-03-27,2020,3,104693,Terraced,0,East Midlands,EA10
TX-003143,2022-05-25,2022,5,249706,Terraced,1,East of England,EA20
TX-003144,2023-04-02,2023,4,118920,Flat,0,Northern Ireland,NO16
TX-003145,2021-04-25,2021,4,167130,Terraced,0,Yorkshire,YO8
TX-003146,2019-12-20,2019,12,238495,Semi-Detached,0,Scotland,SC9
TX-003147,2021-01-18,2021,1,299744,Semi-Detached,0,North West,NO23
TX-003148,2019-03-05,2019,3,441469,Semi-Detached,1,South West,SO19
TX-003149,2021-09-23,2021,9,307082,Semi-Detached,0,Scotland,SC26
TX-003150,2021-09-22,2021,9,110230,Flat,0,Northern Ireland,NO12
TX-003151,2023-12-06,2023,12,264729,Flat,0,London,LO26
TX-003152,2022-07-16,2022,7,561929,Detached,0,South East,SO23
TX-003153,2019-09-19,2019,9,245886,Terraced,0,Wales,WA11
TX-003154,2022-12-08,2022,12,304172,Detached,0,West Midlands,WE17
TX-003155,2020-04-04,2020,4,209384,Semi-Detached,0,Yorkshire,YO7
TX-003156,2019-04-22,2019,4,212419,Semi-Detached,0,Scotland,SC24
TX-003157,2018-05-16,2018,5,205437,Terraced,0,Scotland,SC11
TX-003158,2020-07-15,2020,7,227105,Flat,1,South East,SO23
TX-003159,2020-06-01,2020,6,99823,Terraced,0,North East,NO10
TX-003160,2021-10-12,2021,10,133447,Terraced,0,Northern Ireland,NO2
TX-003161,2018-01-15,2018,1,270933,Detached,1,Yorkshire,YO1
TX-003162,2019-10-22,2019,10,178551,Semi-Detached,0,Scotland,SC12
TX-003163,2020-09-10,2020,9,650307,Detached,0,London,LO22
TX-003164,2022-09-15,2022,9,228684,Flat,0,South East,SO9
TX-003165,2023-06-18,2023,6,109622,Terraced,0,Scotland,SC1
TX-003166,2021-04-10,2021,4,323426,Semi-Detached,0,East Midlands,EA17
TX-003167,2022-04-05,2022,4,503717,Semi-Detached,0,East of England,EA5
TX-003168,2020-05-13,2020,5,1022410,Detached,0,London,LO5
TX-003169,2019-08-03,2019,8,113405,Terraced,0,Scotland,SC17
TX-003170,2021-08-28,2021,8,255919,Flat,0,East of England,EA16
TX-003171,2022-03-05,2022,3,456420,Flat,0,London,LO15
TX-003172,2021-05-15,2021,5,162009,Terraced,0,North West,NO28
TX-003173,2018-05-11,2018,5,214993,Flat,1,North West,NO1
TX-003174,2020-12-24,2020,12,170655,Semi-Detached,0,Northern Ireland,NO7
TX-003175,2018-06-08,2018,6,483563,Detached,1,Wales,WA12
TX-003176,2021-11-17,2021,11,593774,Semi-Detached,0,South West,SO26
TX-003177,2021-04-17,2021,4,270920,Detached,1,Northern Ireland,NO8
TX-003178,2022-05-21,2022,5,592495,Detached,1,Yorkshire,YO16
TX-003179,2023-10-07,2023,10,219683,Terraced,0,North West,NO11
TX-003180,2018-10-17,2018,10,74102,Flat,0,North West,NO7
TX-003181,2024-05-11,2024,5,269238,Detached,0,Scotland,SC3
TX-003182,2024-11-02,2024,11,149490,Terraced,0,North East,NO4
TX-003183,2022-08-28,2022,8,418272,Semi-Detached,0,South West,SO28
TX-003184,2019-11-20,2019,11,177360,Terraced,0,East Midlands,EA26
TX-003185,2018-04-07,2018,4,1240256,Detached,0,London,LO15
TX-003186,2018-02-10,2018,2,104998,Terraced,0,North East,NO27
TX-003187,2023-11-04,2023,11,385408,Semi-Detached,0,East of England,EA7
TX-003188,2020-02-06,2020,2,267978,Terraced,0,South East,SO26
TX-003189,2021-02-09,2021,2,516513,Detached,0,North East,NO8
TX-003190,2020-11-21,2020,11,247945,Semi-Detached,0,North East,NO16
TX-003191,2022-12-24,2022,12,494383,Semi-Detached,0,North West,NO9
TX-003192,2019-12-15,2019,12,1303255,Detached,0,London,LO25
TX-003193,2022-02-09,2022,2,271714,Semi-Detached,0,North West,NO8
TX-003194,2022-12-14,2022,12,232586,Semi-Detached,1,East Midlands,EA20
TX-003195,2022-04-19,2022,4,259977,Semi-Detached,0,Wales,WA2
TX-003196,2020-08-13,2020,8,185686,Semi-Detached,1,Scotland,SC27
TX-003197,2022-09-09,2022,9,162669,Terraced,0,North East,NO20
TX-003198,2021-03-01,2021,3,211639,Terraced,0,East Midlands,EA6
TX-003199,2022-03-08,2022,3,817233,Detached,0,South West,SO23
TX-003200,2022-04-27,2022,4,188874,Flat,0,East Midlands,EA9
TX-003201,2023-11-24,2023,11,291046,Semi-Detached,0,South East,SO12
TX-003202,2018-09-09,2018,9,1619385,Detached,0,London,LO25
TX-003203,2020-08-16,2020,8,324961,Terraced,0,East of England,EA29
TX-003204,2023-04-07,2023,4,793846,Semi-Detached,0,London,LO9
TX-003205,2024-03-04,2024,3,572457,Semi-Detached,0,London,LO22
TX-003206,2018-08-09,2018,8,143285,Terraced,0,East Midlands,EA3
TX-003207,2018-06-26,2018,6,188003,Flat,1,South East,SO3
TX-003208,2024-11-13,2024,11,497516,Detached,0,South West,SO4
TX-003209,2020-02-01,2020,2,516976,Detached,0,East Midlands,EA29
TX-003210,2019-10-02,2019,10,388113,Semi-Detached,0,East Midlands,EA19
TX-003211,2022-03-19,2022,3,243118,Semi-Detached,0,Yorkshire,YO15
TX-003212,2024-03-28,2024,3,543851,Semi-Detached,0,South East,SO13
TX-003213,2023-08-18,2023,8,110679,Semi-Detached,0,North East,NO16
TX-003214,2018-04-28,2018,4,137896,Detached,0,North East,NO29
TX-003215,2019-05-02,2019,5,154788,Flat,1,Wales,WA10
TX-003216,2019-08-22,2019,8,163768,Terraced,0,North West,NO9
TX-003217,2020-05-21,2020,5,247818,Terraced,0,Northern Ireland,NO9
TX-003218,2022-07-26,2022,7,147193,Terraced,0,Yorkshire,YO29
TX-003219,2022-01-16,2022,1,139954,Terraced,0,Scotland,SC8
TX-003220,2023-07-01,2023,7,138081,Semi-Detached,0,North East,NO4
TX-003221,2023-07-06,2023,7,517275,Detached,0,North West,NO13
TX-003222,2021-07-26,2021,7,398407,Detached,0,Yorkshire,YO26
TX-003223,2019-03-20,2019,3,690895,Detached,0,South East,SO9
TX-003224,2021-06-25,2021,6,790304,Detached,0,North West,NO9
TX-003225,2021-11-01,2021,11,291308,Flat,0,South East,SO15
TX-003226,2023-04-06,2023,4,232221,Flat,0,South East,SO7
TX-003227,2020-05-09,2020,5,201012,Terraced,0,East Midlands,EA22
TX-003228,2022-10-07,2022,10,590642,Detached,1,London,LO9
TX-003229,2020-10-08,2020,10,368739,Detached,0,Scotland,SC10
TX-003230,2021-05-12,2021,5,433158,Flat,1,London,LO23
TX-003231,2023-05-04,2023,5,170900,Flat,0,Scotland,SC6
TX-003232,2018-04-13,2018,4,234012,Semi-Detached,0,South West,SO23
TX-003233,2022-01-14,2022,1,618469,Detached,1,South East,SO13
TX-003234,2024-04-16,2024,4,135849,Flat,0,East Midlands,EA19
TX-003235,2020-07-07,2020,7,191036,Terraced,0,Scotland,SC25
TX-003236,2022-01-02,2022,1,245082,Semi-Detached,0,East Midlands,EA24
TX-003237,2024-09-15,2024,9,436437,Semi-Detached,0,London,LO20
TX-003238,2020-03-18,2020,3,421247,Terraced,0,London,LO1
TX-003239,2024-05-21,2024,5,115010,Terraced,1,Yorkshire,YO11
TX-003240,2021-02-08,2021,2,536588,Semi-Detached,0,South East,SO19
TX-003241,2022-02-17,2022,2,212360,Semi-Detached,0,Northern Ireland,NO1
TX-003242,2023-01-04,2023,1,284970,Flat,1,London,LO26
TX-003243,2018-11-12,2018,11,1162238,Detached,0,London,LO13
TX-003244,2020-05-11,2020,5,262155,Flat,0,South East,SO25
