order_id,order_date,customer_id,category,order_value_gbp,quantity,region,marketing_channel,device,is_returning_customer,discount_applied,delivery_days,returned,revenue_gbp,month,day_of_week,hour
ORD-004308,2023-11-03 18:00:00,CUST-00727,Electronics,54.91,4,Northern Ireland,Email,Mobile,1,1,3,0,219.64,2023-11,Friday,18
ORD-004309,2024-11-14 03:00:00,CUST-02324,Sports,50.82,1,London,Social Media,Mobile,1,0,3,0,50.82,2024-11,Thursday,3
ORD-004310,2024-11-21 18:00:00,CUST-04433,Home & Garden,66.66,4,South West,Email,Mobile,0,0,5,0,266.64,2024-11,Thursday,18
ORD-004311,2023-04-16 17:00:00,CUST-02484,Electronics,43.76,4,West Midlands,Paid Search,Mobile,0,1,3,0,175.04,2023-04,Sunday,17
ORD-004312,2024-09-26 00:00:00,CUST-05612,Health & Beauty,23.41,5,East Midlands,Email,Mobile,0,1,5,0,117.05,2024-09,Thursday,0
ORD-004313,2023-05-06 09:00:00,CUST-06536,Home & Garden,33.1,3,South West,Email,Mobile,0,0,5,0,99.3,2023-05,Saturday,9
ORD-004314,2024-08-15 01:00:00,CUST-05371,Electronics,45.67,3,West Midlands,Referral,Desktop,1,0,3,0,137.01,2024-08,Thursday,1
ORD-004315,2024-10-15 03:00:00,CUST-03072,Health & Beauty,59.22,4,Scotland,Organic Search,Desktop,1,0,5,0,236.88,2024-10,Tuesday,3
ORD-004316,2024-09-18 05:00:00,CUST-05234,Health & Beauty,13.01,4,North West,Direct,Desktop,0,0,3,0,52.04,2024-09,Wednesday,5
ORD-004317,2023-03-28 13:00:00,CUST-04559,Electronics,88.9,4,North West,Organic Search,Desktop,0,0,3,0,355.6,2023-03,Tuesday,13
ORD-004318,2024-08-02 11:00:00,CUST-04073,Fashion,124.65,5,South West,Paid Search,Desktop,1,0,5,0,623.25,2024-08,Friday,11
ORD-004319,2023-06-11 03:00:00,CUST-00215,Health & Beauty,61.86,2,South East,Organic Search,Desktop,0,1,3,0,123.72,2023-06,Sunday,3
ORD-004320,2024-11-04 00:00:00,CUST-03701,Electronics,109.71,1,South West,Referral,Mobile,1,1,2,0,109.71,2024-11,Monday,0
ORD-004321,2023-07-23 01:00:00,CUST-02510,Books & Media,14.85,5,East Midlands,Referral,Mobile,1,0,1,0,74.25,2023-07,Sunday,1
ORD-004322,2023-12-26 19:00:00,CUST-00360,Electronics,132.24,1,South West,Referral,Desktop,0,0,7,0,132.24,2023-12,Tuesday,19
ORD-004323,2023-01-13 09:00:00,CUST-04974,Electronics,106.09,2,North West,Organic Search,Desktop,0,0,3,0,212.18,2023-01,Friday,9
ORD-004324,2024-06-29 15:00:00,CUST-04379,Electronics,199.58,2,West Midlands,Paid Search,Mobile,0,0,5,0,399.16,2024-06,Saturday,15
ORD-004325,2024-01-12 12:00:00,CUST-05611,Home & Garden,55.37,5,Yorkshire,Paid Search,Mobile,0,0,1,0,276.85,2024-01,Friday,12
ORD-004326,2023-02-12 07:00:00,CUST-06349,Health & Beauty,54.7,3,London,Referral,Desktop,1,0,2,0,164.1,2023-02,Sunday,7
ORD-004327,2023-02-27 16:00:00,CUST-00295,Fashion,37.01,3,North West,Email,Tablet,1,0,3,0,111.03,2023-02,Monday,16
ORD-004328,2023-12-31 09:00:00,CUST-04459,Fashion,140.16,1,London,Social Media,Mobile,1,0,1,0,140.16,2023-12,Sunday,9
ORD-004329,2023-02-22 12:00:00,CUST-07769,Books & Media,13.61,3,South East,Paid Search,Mobile,0,0,3,0,40.83,2023-02,Wednesday,12
ORD-004330,2023-11-17 21:00:00,CUST-05338,Electronics,32.18,4,Scotland,Referral,Mobile,0,0,7,0,128.72,2023-11,Friday,21
ORD-004331,2024-03-09 09:00:00,CUST-00831,Fashion,47.15,4,London,Email,Mobile,1,1,3,0,188.6,2024-03,Saturday,9
ORD-004332,2024-10-08 15:00:00,CUST-00492,Electronics,134.48,2,Yorkshire,Social Media,Mobile,0,0,2,0,268.96,2024-10,Tuesday,15
ORD-004333,2024-05-09 08:00:00,CUST-04171,Electronics,225.85,5,North West,Social Media,Tablet,0,0,3,0,1129.25,2024-05,Thursday,8
ORD-004334,2024-10-15 09:00:00,CUST-03878,Fashion,24.75,3,East of England,Organic Search,Desktop,1,0,5,0,74.25,2024-10,Tuesday,9
ORD-004335,2023-08-19 23:00:00,CUST-07241,Electronics,29.84,2,Wales,Paid Search,Mobile,1,0,3,0,59.68,2023-08,Saturday,23
ORD-004336,2024-06-04 08:00:00,CUST-00363,Fashion,60.62,4,West Midlands,Organic Search,Mobile,0,1,3,0,242.48,2024-06,Tuesday,8
ORD-004337,2024-02-24 23:00:00,CUST-03809,Books & Media,19.84,3,West Midlands,Email,Desktop,1,0,3,0,59.52,2024-02,Saturday,23
ORD-004338,2024-03-23 16:00:00,CUST-02739,Electronics,36.45,3,London,Direct,Mobile,0,0,3,0,109.35,2024-03,Saturday,16
ORD-004339,2023-06-08 17:00:00,CUST-00080,Sports,45.13,5,Scotland,Referral,Tablet,0,1,2,0,225.65,2023-06,Thursday,17
ORD-004340,2023-10-28 06:00:00,CUST-01265,Health & Beauty,25.29,3,North West,Referral,Mobile,1,1,3,0,75.87,2023-10,Saturday,6
ORD-004341,2024-07-26 18:00:00,CUST-02260,Fashion,73.74,3,London,Organic Search,Mobile,1,0,1,0,221.22,2024-07,Friday,18
ORD-004342,2024-10-28 11:00:00,CUST-04487,Home & Garden,46.81,5,West Midlands,Social Media,Mobile,1,0,3,0,234.05,2024-10,Monday,11
ORD-004343,2024-10-30 03:00:00,CUST-07329,Home & Garden,46.2,1,East Midlands,Email,Desktop,0,0,3,0,46.2,2024-10,Wednesday,3
ORD-004344,2024-05-01 07:00:00,CUST-03149,Electronics,91.05,3,Yorkshire,Social Media,Mobile,0,1,3,0,273.15,2024-05,Wednesday,7
ORD-004345,2024-07-04 10:00:00,CUST-05551,Food & Drink,10.94,5,Yorkshire,Referral,Desktop,0,0,1,1,2.74,2024-07,Thursday,10
ORD-004346,2023-08-05 13:00:00,CUST-03107,Home & Garden,187.69,2,London,Organic Search,Desktop,0,1,7,0,375.38,2023-08,Saturday,13
ORD-004347,2024-10-10 01:00:00,CUST-01604,Books & Media,26.27,2,Northern Ireland,Social Media,Tablet,0,0,3,0,52.54,2024-10,Thursday,1
ORD-004348,2023-11-07 12:00:00,CUST-07231,Books & Media,9.85,4,North West,Organic Search,Mobile,1,0,3,0,39.4,2023-11,Tuesday,12
ORD-004349,2023-12-30 06:00:00,CUST-05214,Electronics,43.47,5,London,Social Media,Desktop,0,1,2,0,217.35,2023-12,Saturday,6
ORD-004350,2024-09-11 03:00:00,CUST-05763,Fashion,24.11,3,London,Paid Search,Mobile,0,0,5,0,72.33,2024-09,Wednesday,3
ORD-004351,2023-04-01 12:00:00,CUST-02857,Electronics,120.87,2,East of England,Email,Desktop,0,0,7,0,241.74,2023-04,Saturday,12
ORD-004352,2024-07-02 06:00:00,CUST-02651,Books & Media,8.18,3,North West,Social Media,Desktop,1,0,3,0,24.54,2024-07,Tuesday,6
ORD-004353,2024-11-25 07:00:00,CUST-01952,Books & Media,12.92,5,London,Organic Search,Mobile,0,1,3,0,64.6,2024-11,Monday,7
ORD-004354,2024-04-06 21:00:00,CUST-06822,Home & Garden,21.76,2,London,Organic Search,Mobile,0,0,5,0,43.52,2024-04,Saturday,21
ORD-004355,2023-06-15 21:00:00,CUST-07430,Electronics,117.61,4,North West,Paid Search,Mobile,1,0,1,1,23.52,2023-06,Thursday,21
ORD-004356,2023-08-07 15:00:00,CUST-06521,Electronics,120.29,2,East Midlands,Email,Tablet,0,0,5,1,12.03,2023-08,Monday,15
ORD-004357,2024-03-15 17:00:00,CUST-01982,Books & Media,13.43,4,London,Organic Search,Desktop,1,0,3,0,53.72,2024-03,Friday,17
ORD-004358,2023-09-13 15:00:00,CUST-03592,Food & Drink,28.08,5,London,Paid Search,Mobile,0,0,2,0,140.4,2023-09,Wednesday,15
ORD-004359,2023-08-21 05:00:00,CUST-01334,Electronics,137.02,1,West Midlands,Organic Search,Desktop,0,0,5,0,137.02,2023-08,Monday,5
ORD-004360,2024-07-26 03:00:00,CUST-02648,Electronics,93.94,5,West Midlands,Organic Search,Tablet,0,0,5,0,469.7,2024-07,Friday,3
ORD-004361,2023-10-27 13:00:00,CUST-00975,Fashion,71.89,4,West Midlands,Paid Search,Mobile,1,0,5,0,287.56,2023-10,Friday,13
ORD-004362,2024-08-28 21:00:00,CUST-00667,Electronics,42.18,3,West Midlands,Organic Search,Desktop,0,0,2,0,126.54,2024-08,Wednesday,21
ORD-004363,2024-03-29 06:00:00,CUST-07148,Books & Media,18.83,2,North East,Paid Search,Desktop,1,1,3,0,37.66,2024-03,Friday,6
ORD-004364,2024-04-06 23:00:00,CUST-02829,Home & Garden,67.38,2,North West,Social Media,Mobile,1,0,2,0,134.76,2024-04,Saturday,23
ORD-004365,2024-07-23 11:00:00,CUST-07892,Health & Beauty,61.71,4,London,Social Media,Mobile,0,0,2,0,246.84,2024-07,Tuesday,11
ORD-004366,2023-04-26 16:00:00,CUST-02693,Fashion,45.83,2,London,Organic Search,Desktop,0,0,2,0,91.66,2023-04,Wednesday,16
ORD-004367,2024-01-23 23:00:00,CUST-03046,Fashion,42.45,4,North West,Paid Search,Mobile,0,0,2,0,169.8,2024-01,Tuesday,23
ORD-004368,2023-11-17 17:00:00,CUST-00327,Fashion,32.21,3,Scotland,Paid Search,Mobile,0,0,2,0,96.63,2023-11,Friday,17
ORD-004369,2024-09-01 13:00:00,CUST-05690,Sports,134.57,1,South West,Direct,Desktop,1,0,2,0,134.57,2024-09,Sunday,13
ORD-004370,2023-12-16 10:00:00,CUST-07324,Health & Beauty,7.3,5,Yorkshire,Paid Search,Tablet,0,0,2,0,36.5,2023-12,Saturday,10
ORD-004371,2024-12-11 06:00:00,CUST-06693,Fashion,61.15,3,South West,Paid Search,Mobile,0,0,3,0,183.45,2024-12,Wednesday,6
ORD-004372,2023-12-02 04:00:00,CUST-06877,Fashion,44.45,3,London,Organic Search,Mobile,1,0,1,0,133.35,2023-12,Saturday,4
ORD-004373,2024-02-05 15:00:00,CUST-05354,Electronics,76.13,2,South East,Direct,Mobile,0,0,3,0,152.26,2024-02,Monday,15
ORD-004374,2024-09-18 10:00:00,CUST-03493,Electronics,69.76,2,East Midlands,Direct,Desktop,1,0,2,0,139.52,2024-09,Wednesday,10
ORD-004375,2023-07-30 20:00:00,CUST-04731,Health & Beauty,29.01,1,London,Referral,Tablet,0,0,3,0,29.01,2023-07,Sunday,20
ORD-004376,2024-03-30 04:00:00,CUST-06279,Home & Garden,79.96,4,South East,Direct,Mobile,1,0,5,1,15.99,2024-03,Saturday,4
ORD-004377,2023-08-21 13:00:00,CUST-01454,Home & Garden,37.24,4,Wales,Email,Mobile,1,0,5,0,148.96,2023-08,Monday,13
ORD-004378,2023-03-25 22:00:00,CUST-04698,Books & Media,16.27,3,Yorkshire,Paid Search,Tablet,1,0,3,0,48.81,2023-03,Saturday,22
ORD-004379,2024-06-25 13:00:00,CUST-00751,Home & Garden,74.05,3,South West,Email,Mobile,1,0,3,0,222.15,2024-06,Tuesday,13
ORD-004380,2024-03-19 03:00:00,CUST-02234,Fashion,25.39,2,North West,Social Media,Tablet,0,0,1,0,50.78,2024-03,Tuesday,3
ORD-004381,2024-07-22 16:00:00,CUST-03667,Electronics,115.0,4,London,Email,Mobile,1,0,1,0,460.0,2024-07,Monday,16
ORD-004382,2023-10-25 20:00:00,CUST-07679,Books & Media,18.6,1,East of England,Email,Mobile,0,0,3,0,18.6,2023-10,Wednesday,20
ORD-004383,2024-08-07 06:00:00,CUST-04170,Health & Beauty,18.58,3,North West,Paid Search,Mobile,0,0,3,0,55.74,2024-08,Wednesday,6
ORD-004384,2023-09-04 15:00:00,CUST-00696,Electronics,41.67,2,London,Paid Search,Mobile,1,1,3,0,83.34,2023-09,Monday,15
ORD-004385,2024-10-23 22:00:00,CUST-04970,Health & Beauty,18.43,5,Scotland,Social Media,Desktop,1,1,5,0,92.15,2024-10,Wednesday,22
ORD-004386,2023-10-04 14:00:00,CUST-07636,Home & Garden,65.08,5,South East,Direct,Mobile,0,0,5,0,325.4,2023-10,Wednesday,14
ORD-004387,2023-07-13 19:00:00,CUST-03694,Books & Media,14.33,5,North West,Paid Search,Desktop,0,0,2,0,71.65,2023-07,Thursday,19
ORD-004388,2023-01-26 09:00:00,CUST-01252,Food & Drink,57.7,5,South East,Paid Search,Desktop,0,1,2,1,14.43,2023-01,Thursday,9
ORD-004389,2023-11-27 20:00:00,CUST-07278,Health & Beauty,24.07,3,North West,Direct,Desktop,1,0,3,0,72.21,2023-11,Monday,20
ORD-004390,2024-03-07 04:00:00,CUST-01286,Sports,32.26,4,Yorkshire,Paid Search,Desktop,1,0,5,0,129.04,2024-03,Thursday,4
ORD-004391,2023-06-11 02:00:00,CUST-03023,Electronics,126.07,4,South East,Direct,Desktop,0,0,3,0,504.28,2023-06,Sunday,2
ORD-004392,2024-11-29 03:00:00,CUST-03160,Home & Garden,33.33,4,North West,Social Media,Tablet,0,0,3,0,133.32,2024-11,Friday,3
ORD-004393,2024-12-09 07:00:00,CUST-03870,Sports,34.22,1,London,Paid Search,Desktop,1,0,3,0,34.22,2024-12,Monday,7
ORD-004394,2023-04-04 21:00:00,CUST-01033,Home & Garden,37.63,1,London,Paid Search,Desktop,1,0,2,0,37.63,2023-04,Tuesday,21
ORD-004395,2023-07-25 22:00:00,CUST-04161,Health & Beauty,4.97,4,Scotland,Social Media,Mobile,0,0,1,0,19.88,2023-07,Tuesday,22
ORD-004396,2024-05-28 18:00:00,CUST-04914,Books & Media,21.08,3,East of England,Paid Search,Mobile,0,1,2,0,63.24,2024-05,Tuesday,18
ORD-004397,2023-02-06 00:00:00,CUST-06895,Electronics,149.4,5,West Midlands,Email,Mobile,0,0,2,0,747.0,2023-02,Monday,0
ORD-004398,2023-02-22 20:00:00,CUST-06543,Electronics,147.33,5,West Midlands,Referral,Desktop,0,0,3,0,736.65,2023-02,Wednesday,20
ORD-004399,2023-11-07 14:00:00,CUST-00826,Health & Beauty,92.99,4,East of England,Email,Mobile,0,0,2,0,371.96,2023-11,Tuesday,14
ORD-004400,2024-07-23 10:00:00,CUST-01670,Books & Media,37.05,2,South East,Organic Search,Desktop,0,0,3,0,74.1,2024-07,Tuesday,10
ORD-004401,2024-05-30 10:00:00,CUST-04815,Books & Media,12.28,3,London,Paid Search,Desktop,0,0,3,0,36.84,2024-05,Thursday,10
ORD-004402,2023-08-06 21:00:00,CUST-01019,Health & Beauty,58.37,2,North West,Social Media,Desktop,0,0,3,0,116.74,2023-08,Sunday,21
ORD-004403,2024-11-10 13:00:00,CUST-03399,Books & Media,14.15,2,Scotland,Direct,Tablet,0,1,3,0,28.3,2024-11,Sunday,13
ORD-004404,2023-06-18 22:00:00,CUST-06446,Sports,42.6,3,West Midlands,Paid Search,Mobile,0,1,1,0,127.8,2023-06,Sunday,22
ORD-004405,2023-02-08 23:00:00,CUST-00347,Electronics,54.02,3,North East,Paid Search,Mobile,0,0,5,0,162.06,2023-02,Wednesday,23
ORD-004406,2024-05-22 04:00:00,CUST-00906,Sports,46.84,1,London,Email,Desktop,1,0,3,0,46.84,2024-05,Wednesday,4
ORD-004407,2024-03-14 18:00:00,CUST-03680,Electronics,103.55,1,South East,Email,Mobile,1,0,1,0,103.55,2024-03,Thursday,18
ORD-004408,2024-10-10 08:00:00,CUST-06101,Fashion,116.2,5,East of England,Organic Search,Mobile,1,1,3,0,581.0,2024-10,Thursday,8
ORD-004409,2024-11-04 04:00:00,CUST-05804,Fashion,69.68,1,London,Organic Search,Desktop,0,0,5,0,69.68,2024-11,Monday,4
ORD-004410,2024-11-27 05:00:00,CUST-06693,Fashion,28.33,2,London,Social Media,Mobile,0,0,5,0,56.66,2024-11,Wednesday,5
ORD-004411,2024-02-10 06:00:00,CUST-06454,Fashion,24.05,3,London,Direct,Tablet,1,0,5,0,72.15,2024-02,Saturday,6
ORD-004412,2023-11-20 22:00:00,CUST-07270,Electronics,119.56,5,West Midlands,Organic Search,Mobile,1,0,3,0,597.8,2023-11,Monday,22
ORD-004413,2023-03-24 17:00:00,CUST-00740,Fashion,77.33,1,North East,Social Media,Desktop,0,0,7,0,77.33,2023-03,Friday,17
ORD-004414,2024-08-16 20:00:00,CUST-01998,Electronics,177.53,5,London,Paid Search,Desktop,0,0,3,0,887.65,2024-08,Friday,20
ORD-004415,2023-07-11 19:00:00,CUST-06378,Home & Garden,51.06,4,London,Organic Search,Mobile,0,0,3,0,204.24,2023-07,Tuesday,19
ORD-004416,2024-10-27 00:00:00,CUST-01319,Sports,72.9,1,East of England,Paid Search,Mobile,0,0,7,0,72.9,2024-10,Sunday,0
ORD-004417,2024-01-30 06:00:00,CUST-03388,Books & Media,25.07,5,North West,Social Media,Desktop,0,0,7,0,125.35,2024-01,Tuesday,6
ORD-004418,2024-08-13 06:00:00,CUST-06697,Books & Media,6.67,3,Scotland,Direct,Tablet,0,0,2,0,20.01,2024-08,Tuesday,6
ORD-004419,2023-11-20 02:00:00,CUST-03632,Fashion,53.16,2,Yorkshire,Paid Search,Tablet,0,1,5,0,106.32,2023-11,Monday,2
ORD-004420,2024-08-16 14:00:00,CUST-02306,Sports,94.63,3,London,Social Media,Desktop,0,0,2,0,283.89,2024-08,Friday,14
ORD-004421,2023-06-19 22:00:00,CUST-00664,Fashion,61.12,4,London,Direct,Mobile,0,0,3,0,244.48,2023-06,Monday,22
ORD-004422,2024-06-19 13:00:00,CUST-01034,Electronics,80.98,1,North West,Social Media,Tablet,0,0,2,1,4.05,2024-06,Wednesday,13
ORD-004423,2023-06-18 10:00:00,CUST-06570,Health & Beauty,143.62,4,North West,Direct,Desktop,1,1,3,1,28.72,2023-06,Sunday,10
ORD-004424,2024-11-09 12:00:00,CUST-05510,Health & Beauty,95.54,2,West Midlands,Social Media,Desktop,1,0,3,0,191.08,2024-11,Saturday,12
ORD-004425,2024-08-22 13:00:00,CUST-06275,Books & Media,15.08,1,North West,Social Media,Mobile,1,1,2,0,15.08,2024-08,Thursday,13
ORD-004426,2023-04-18 07:00:00,CUST-04286,Health & Beauty,26.77,1,Yorkshire,Email,Mobile,0,1,5,0,26.77,2023-04,Tuesday,7
ORD-004427,2023-10-09 10:00:00,CUST-00418,Electronics,129.39,2,Scotland,Email,Desktop,1,0,2,0,258.78,2023-10,Monday,10
ORD-004428,2023-03-24 18:00:00,CUST-02010,Books & Media,14.49,4,South West,Social Media,Mobile,1,1,2,1,2.9,2023-03,Friday,18
ORD-004429,2024-10-06 14:00:00,CUST-06398,Health & Beauty,64.34,3,West Midlands,Social Media,Tablet,1,0,3,0,193.02,2024-10,Sunday,14
ORD-004430,2023-09-06 16:00:00,CUST-05962,Books & Media,7.01,2,West Midlands,Email,Mobile,1,0,3,0,14.02,2023-09,Wednesday,16
ORD-004431,2023-11-09 05:00:00,CUST-00678,Sports,47.6,5,Northern Ireland,Organic Search,Tablet,1,0,3,0,238.0,2023-11,Thursday,5
ORD-004432,2023-06-20 23:00:00,CUST-02998,Fashion,67.88,3,Wales,Paid Search,Mobile,0,0,3,0,203.64,2023-06,Tuesday,23
ORD-004433,2023-03-28 12:00:00,CUST-00597,Electronics,155.23,1,London,Direct,Mobile,0,1,5,0,155.23,2023-03,Tuesday,12
ORD-004434,2023-05-05 18:00:00,CUST-06132,Electronics,34.96,2,East of England,Organic Search,Desktop,0,0,3,0,69.92,2023-05,Friday,18
ORD-004435,2023-06-06 00:00:00,CUST-02073,Electronics,47.95,2,South East,Social Media,Mobile,0,1,5,0,95.9,2023-06,Tuesday,0
ORD-004436,2024-08-25 18:00:00,CUST-05314,Fashion,16.46,5,South East,Organic Search,Desktop,1,0,2,0,82.3,2024-08,Sunday,18
ORD-004437,2024-08-28 03:00:00,CUST-07204,Home & Garden,35.53,4,Wales,Email,Mobile,1,1,7,0,142.12,2024-08,Wednesday,3
ORD-004438,2023-08-22 02:00:00,CUST-03244,Food & Drink,11.62,5,London,Social Media,Desktop,0,0,2,0,58.1,2023-08,Tuesday,2
ORD-004439,2023-11-10 19:00:00,CUST-07658,Books & Media,20.73,5,London,Social Media,Desktop,0,0,3,0,103.65,2023-11,Friday,19
ORD-004440,2023-11-04 03:00:00,CUST-05884,Sports,63.1,4,West Midlands,Email,Mobile,0,0,3,0,252.4,2023-11,Saturday,3
ORD-004441,2024-08-29 03:00:00,CUST-07844,Electronics,77.51,1,Yorkshire,Email,Mobile,0,0,2,0,77.51,2024-08,Thursday,3
ORD-004442,2023-05-12 00:00:00,CUST-00428,Fashion,45.71,2,London,Organic Search,Tablet,1,1,3,0,91.42,2023-05,Friday,0
ORD-004443,2024-08-05 22:00:00,CUST-02904,Health & Beauty,61.42,3,Wales,Referral,Desktop,1,0,2,0,184.26,2024-08,Monday,22
ORD-004444,2024-08-09 19:00:00,CUST-04554,Electronics,45.48,1,London,Direct,Desktop,0,0,3,0,45.48,2024-08,Friday,19
ORD-004445,2024-11-23 18:00:00,CUST-06387,Books & Media,4.71,1,South West,Organic Search,Mobile,0,0,3,0,4.71,2024-11,Saturday,18
ORD-004446,2023-11-28 10:00:00,CUST-04643,Food & Drink,38.29,1,North West,Paid Search,Desktop,1,0,3,0,38.29,2023-11,Tuesday,10
ORD-004447,2023-10-30 21:00:00,CUST-04028,Fashion,35.59,3,South East,Paid Search,Mobile,1,1,3,0,106.77,2023-10,Monday,21
ORD-004448,2023-10-25 02:00:00,CUST-01366,Sports,29.85,2,South East,Email,Mobile,0,0,7,0,59.7,2023-10,Wednesday,2
ORD-004449,2023-10-12 12:00:00,CUST-00366,Electronics,118.52,1,London,Paid Search,Desktop,0,0,3,0,118.52,2023-10,Thursday,12
ORD-004450,2024-01-04 12:00:00,CUST-04015,Health & Beauty,9.21,5,West Midlands,Social Media,Mobile,0,1,3,0,46.05,2024-01,Thursday,12
ORD-004451,2024-08-15 12:00:00,CUST-01504,Electronics,50.81,3,London,Social Media,Mobile,0,0,5,0,152.43,2024-08,Thursday,12
ORD-004452,2023-09-21 19:00:00,CUST-04240,Electronics,20.28,4,South West,Social Media,Mobile,0,0,2,0,81.12,2023-09,Thursday,19
ORD-004453,2024-07-12 05:00:00,CUST-03967,Sports,64.25,2,South East,Social Media,Mobile,1,0,7,0,128.5,2024-07,Friday,5
ORD-004454,2024-03-04 19:00:00,CUST-01502,Sports,141.39,5,North West,Organic Search,Mobile,0,0,2,0,706.95,2024-03,Monday,19
ORD-004455,2024-02-28 12:00:00,CUST-00164,Health & Beauty,21.27,3,London,Organic Search,Mobile,1,0,3,0,63.81,2024-02,Wednesday,12
ORD-004456,2024-03-11 10:00:00,CUST-06587,Home & Garden,37.32,3,West Midlands,Paid Search,Desktop,1,0,2,0,111.96,2024-03,Monday,10
ORD-004457,2023-03-26 19:00:00,CUST-07869,Health & Beauty,87.53,4,East of England,Paid Search,Mobile,0,1,5,0,350.12,2023-03,Sunday,19
ORD-004458,2024-04-22 15:00:00,CUST-06879,Sports,80.14,3,London,Social Media,Desktop,1,0,7,0,240.42,2024-04,Monday,15
ORD-004459,2023-11-29 09:00:00,CUST-07134,Food & Drink,104.29,2,North East,Organic Search,Mobile,0,0,2,0,208.58,2023-11,Wednesday,9
ORD-004460,2024-12-19 09:00:00,CUST-00581,Books & Media,16.52,5,South East,Email,Desktop,0,0,2,0,82.6,2024-12,Thursday,9
ORD-004461,2024-05-22 14:00:00,CUST-05080,Sports,63.01,3,North West,Organic Search,Mobile,0,0,2,0,189.03,2024-05,Wednesday,14
ORD-004462,2023-01-13 10:00:00,CUST-05806,Health & Beauty,71.39,4,London,Referral,Desktop,1,0,3,0,285.56,2023-01,Friday,10
ORD-004463,2023-02-08 11:00:00,CUST-07140,Health & Beauty,27.44,2,North East,Email,Desktop,1,0,2,0,54.88,2023-02,Wednesday,11
ORD-004464,2024-07-09 11:00:00,CUST-02907,Electronics,98.59,3,North West,Direct,Mobile,1,0,2,0,295.77,2024-07,Tuesday,11
ORD-004465,2023-10-02 02:00:00,CUST-04238,Electronics,19.88,1,South East,Paid Search,Desktop,1,0,3,0,19.88,2023-10,Monday,2
ORD-004466,2023-07-23 03:00:00,CUST-01125,Books & Media,42.55,1,South West,Referral,Mobile,1,0,3,0,42.55,2023-07,Sunday,3
ORD-004467,2024-05-25 14:00:00,CUST-06093,Books & Media,18.96,4,South East,Referral,Desktop,0,0,1,0,75.84,2024-05,Saturday,14
ORD-004468,2024-03-30 09:00:00,CUST-03860,Health & Beauty,28.13,1,West Midlands,Paid Search,Mobile,1,1,2,0,28.13,2024-03,Saturday,9
ORD-004469,2024-07-10 09:00:00,CUST-01564,Home & Garden,103.42,1,Northern Ireland,Direct,Mobile,1,0,3,0,103.42,2024-07,Wednesday,9
ORD-004470,2024-10-23 18:00:00,CUST-06515,Electronics,41.84,2,West Midlands,Social Media,Desktop,1,0,3,0,83.68,2024-10,Wednesday,18
ORD-004471,2024-02-07 15:00:00,CUST-03456,Fashion,32.32,2,West Midlands,Organic Search,Mobile,1,0,2,0,64.64,2024-02,Wednesday,15
ORD-004472,2023-02-09 05:00:00,CUST-00262,Home & Garden,83.63,5,East Midlands,Paid Search,Tablet,1,0,5,0,418.15,2023-02,Thursday,5
ORD-004473,2023-03-21 11:00:00,CUST-05321,Home & Garden,61.61,5,London,Email,Mobile,0,0,3,0,308.05,2023-03,Tuesday,11
ORD-004474,2023-07-21 13:00:00,CUST-00790,Food & Drink,32.68,5,North West,Organic Search,Tablet,1,0,2,0,163.4,2023-07,Friday,13
ORD-004475,2024-07-24 00:00:00,CUST-07511,Electronics,98.71,2,South West,Paid Search,Mobile,0,1,3,0,197.42,2024-07,Wednesday,0
ORD-004476,2023-08-26 08:00:00,CUST-04349,Home & Garden,87.59,2,Scotland,Paid Search,Desktop,0,0,1,0,175.18,2023-08,Saturday,8
ORD-004477,2024-11-07 02:00:00,CUST-01160,Fashion,20.37,2,East of England,Paid Search,Mobile,0,1,3,0,40.74,2024-11,Thursday,2
ORD-004478,2024-07-18 07:00:00,CUST-01665,Food & Drink,53.83,1,West Midlands,Organic Search,Desktop,0,0,2,0,53.83,2024-07,Thursday,7
ORD-004479,2024-06-09 15:00:00,CUST-07751,Books & Media,11.22,5,West Midlands,Paid Search,Desktop,1,0,3,0,56.1,2024-06,Sunday,15
ORD-004480,2023-03-03 02:00:00,CUST-07032,Home & Garden,62.11,1,West Midlands,Organic Search,Desktop,1,0,2,0,62.11,2023-03,Friday,2
ORD-004481,2023-01-16 15:00:00,CUST-07869,Food & Drink,17.43,5,West Midlands,Referral,Desktop,0,0,3,0,87.15,2023-01,Monday,15
ORD-004482,2023-01-11 22:00:00,CUST-06013,Home & Garden,50.5,4,Scotland,Direct,Mobile,0,1,2,0,202.0,2023-01,Wednesday,22
ORD-004483,2024-04-27 12:00:00,CUST-02365,Electronics,97.52,1,East Midlands,Social Media,Desktop,0,1,7,0,97.52,2024-04,Saturday,12
ORD-004484,2024-02-27 08:00:00,CUST-07500,Home & Garden,93.27,5,North West,Organic Search,Mobile,1,0,3,1,23.32,2024-02,Tuesday,8
ORD-004485,2023-11-23 09:00:00,CUST-02727,Fashion,77.28,3,London,Referral,Tablet,0,0,5,0,231.84,2023-11,Thursday,9
ORD-004486,2023-03-20 21:00:00,CUST-04689,Health & Beauty,38.89,4,East of England,Paid Search,Mobile,0,1,1,1,7.78,2023-03,Monday,21
ORD-004487,2023-12-04 18:00:00,CUST-07730,Food & Drink,17.49,1,South West,Email,Desktop,0,0,1,0,17.49,2023-12,Monday,18
ORD-004488,2024-05-07 18:00:00,CUST-07504,Sports,68.65,1,South West,Organic Search,Mobile,0,1,5,0,68.65,2024-05,Tuesday,18
