customer_id,age,gender,region,primary_product,tenure_months,monthly_transactions,avg_balance_gbp,num_products,has_credit_card,num_support_tickets,app_logins_per_month,referral_source,satisfaction_score,churned,tenure_cohort,product_encoded,region_encoded,source_encoded,churn_risk_score,risk_segment
CUST-01825,37,Female,London,Savings,30,9,1138.16,3,0,1,13,Paid Ads,4,0,2-4yr,4,1,1,0.009443816863420721,Low Risk
CUST-01826,40,Male,London,Current Account,1,21,831.43,1,0,3,12,Paid Ads,4,0,0-6m,2,1,1,0.028702607666273094,Low Risk
CUST-01827,21,Female,Yorkshire,Savings,45,20,13127.51,1,0,3,10,Organic,4,0,2-4yr,4,9,0,0.049811512633052175,Low Risk
CUST-01828,51,Male,South East,Savings,68,17,530.23,3,0,4,12,Referral,1,0,4yr+,4,6,2,0.048183692682302846,Low Risk
CUST-01829,33,Male,Scotland,Investment ISA,52,14,333.33,4,0,0,13,Organic,5,0,4yr+,3,5,0,0.003431524850988665,Low Risk
CUST-01830,35,Female,Yorkshire,Business Account,58,22,920.04,2,0,0,14,Social Media,5,0,4yr+,0,9,3,0.01605901552025514,Low Risk
CUST-01831,43,Male,South East,Savings,1,16,213.09,1,0,2,13,Referral,5,0,0-6m,4,6,2,0.02526693934523527,Low Risk
CUST-01832,37,Male,South West,Crypto Wallet,91,14,655.2,1,1,2,11,Referral,2,0,4yr+,1,7,2,0.04822954740353694,Low Risk
CUST-01833,46,Male,Midlands,Crypto Wallet,10,15,511.29,1,0,0,7,Referral,5,0,6-12m,1,2,2,0.021861569083962515,Low Risk
CUST-01834,38,Female,Wales,Business Account,48,17,2004.71,1,0,3,7,Referral,5,0,2-4yr,0,8,2,0.016728560803221916,Low Risk
CUST-01835,27,Male,South West,Current Account,4,15,10245.36,1,1,2,11,Paid Ads,3,0,0-6m,2,7,1,0.042377818899719644,Low Risk
CUST-01836,39,Female,Wales,Crypto Wallet,14,16,891.49,2,1,3,14,Referral,4,0,1-2yr,1,8,2,0.013915823769540547,Low Risk
CUST-01837,21,Male,London,Business Account,1,13,5105.75,4,0,1,17,Paid Ads,4,0,0-6m,0,1,1,0.03611287069565708,Low Risk
CUST-01838,36,Female,South East,Savings,1,24,4453.81,3,1,3,6,Referral,3,0,0-6m,4,6,2,0.017274590649103284,Low Risk
CUST-01839,34,Male,London,Current Account,68,19,125.89,2,0,5,16,Paid Ads,4,0,4yr+,2,1,1,0.01587922039093926,Low Risk
CUST-01840,32,Male,North West,Business Account,39,18,932.34,2,1,3,16,Paid Ads,4,1,2-4yr,0,3,1,0.14278389292155802,Low Risk
CUST-01841,33,Male,Wales,Investment ISA,18,12,1151.46,2,1,4,13,Social Media,4,0,1-2yr,3,8,3,0.011291900390957354,Low Risk
CUST-01842,18,Male,North West,Savings,17,20,2857.63,1,0,2,14,Organic,4,0,1-2yr,4,3,0,0.011389113415449998,Low Risk
CUST-01843,28,Female,Wales,Crypto Wallet,33,13,3583.44,1,1,2,19,Paid Ads,4,0,2-4yr,1,8,1,0.017287033538320454,Low Risk
CUST-01844,36,Male,South East,Current Account,10,8,2689.18,2,0,2,17,Referral,3,0,6-12m,2,6,2,0.03351827171045793,Low Risk
CUST-01845,36,Male,South East,Current Account,34,13,617.7,2,1,3,13,Organic,3,0,2-4yr,2,6,0,0.009312783910195752,Low Risk
CUST-01846,22,Female,East of England,Savings,15,15,845.57,4,0,3,10,Referral,4,0,1-2yr,4,0,2,0.01219689158388558,Low Risk
CUST-01847,50,Male,North West,Savings,24,15,297.71,2,0,3,15,Paid Ads,4,0,1-2yr,4,3,1,0.010616858570194985,Low Risk
CUST-01848,24,Male,South West,Crypto Wallet,80,17,1957.97,3,1,2,17,Organic,4,0,4yr+,1,7,0,0.004399745185085634,Low Risk
CUST-01849,46,Female,South East,Savings,15,18,1163.72,1,0,0,6,Organic,4,0,1-2yr,4,6,0,0.012211910485658601,Low Risk
CUST-01850,40,Female,East of England,Crypto Wallet,13,16,3426.18,3,0,3,9,Referral,4,0,1-2yr,1,0,2,0.023625829320402945,Low Risk
CUST-01851,27,Male,Midlands,Current Account,56,14,4172.44,4,0,4,9,Social Media,3,0,4yr+,2,2,3,0.007928596428243619,Low Risk
CUST-01852,56,Male,Yorkshire,Savings,55,12,1211.33,2,1,4,12,Referral,5,0,4yr+,4,9,2,0.020363725406928098,Low Risk
CUST-01853,20,Non-binary,London,Current Account,117,12,2536.44,3,1,0,15,Paid Ads,3,0,4yr+,2,1,1,0.013046169097073639,Low Risk
CUST-01854,46,Male,Midlands,Savings,19,20,1395.51,4,1,2,9,Organic,3,0,1-2yr,4,2,0,0.0056046070337046824,Low Risk
CUST-01855,47,Non-binary,East of England,Crypto Wallet,10,10,475.24,1,0,0,11,Referral,4,0,6-12m,1,0,2,0.03181994904597483,Low Risk
CUST-01856,26,Male,Wales,Current Account,6,12,692.15,3,1,1,10,Social Media,1,0,0-6m,2,8,3,0.04484123960971933,Low Risk
CUST-01857,51,Female,London,Crypto Wallet,1,14,118.79,1,0,1,9,Paid Ads,5,0,0-6m,1,1,1,0.048828076451813994,Low Risk
CUST-01858,31,Male,South East,Current Account,31,9,1124.51,2,1,3,17,Organic,4,0,2-4yr,2,6,0,0.010509645750927697,Low Risk
CUST-01859,38,Female,North West,Current Account,6,26,886.91,2,0,2,8,Referral,5,0,0-6m,2,3,2,0.0350871383801085,Low Risk
CUST-01860,38,Male,London,Current Account,22,14,485.82,1,0,1,13,Organic,4,0,1-2yr,2,1,0,0.017966169550194307,Low Risk
CUST-01861,33,Female,Yorkshire,Investment ISA,59,17,4832.0,4,1,0,14,Organic,1,0,4yr+,3,9,0,0.005729694843361615,Low Risk
CUST-01862,44,Male,London,Current Account,72,20,3400.02,1,0,0,6,Organic,4,0,4yr+,2,1,0,0.011089485843406553,Low Risk
CUST-01863,44,Male,South East,Investment ISA,1,13,3513.95,1,0,2,13,Organic,5,0,0-6m,3,6,0,0.021245224096139256,Low Risk
CUST-01864,18,Female,Scotland,Investment ISA,9,14,4146.21,1,1,3,9,Referral,3,0,6-12m,3,5,2,0.057297213206751144,Low Risk
CUST-01865,50,Female,Midlands,Current Account,43,22,1804.16,3,1,2,11,Social Media,3,0,2-4yr,2,2,3,0.009704956906048216,Low Risk
CUST-01866,18,Female,Yorkshire,Savings,18,20,1782.03,1,0,2,10,Social Media,1,0,1-2yr,4,9,3,0.13477309158516562,Low Risk
CUST-01867,47,Male,Northern Ireland,Savings,39,21,4896.37,2,0,1,10,Social Media,5,0,2-4yr,4,4,3,0.019128876090997234,Low Risk
CUST-01868,48,Female,London,Business Account,46,16,4026.8,4,1,1,15,Organic,5,0,2-4yr,0,1,0,0.02550285697629711,Low Risk
CUST-01869,21,Male,Yorkshire,Current Account,14,15,6203.69,1,0,1,15,Paid Ads,3,0,1-2yr,2,9,1,0.03620443358870584,Low Risk
CUST-01870,30,Non-binary,South East,Current Account,10,18,1715.86,1,1,0,11,Referral,3,0,6-12m,2,6,2,0.03975606406617924,Low Risk
CUST-01871,21,Female,North West,Savings,14,13,553.55,1,0,2,12,Organic,4,0,1-2yr,4,3,0,0.019226483430956474,Low Risk
CUST-01872,32,Male,London,Investment ISA,25,18,2403.12,2,0,2,14,Paid Ads,3,0,2-4yr,3,1,1,0.009331744912781721,Low Risk
CUST-01873,31,Female,London,Investment ISA,10,11,903.34,1,0,0,14,Paid Ads,3,0,6-12m,3,1,1,0.054308651942768994,Low Risk
CUST-01874,44,Female,South East,Business Account,35,15,3960.96,2,1,2,12,Referral,4,0,2-4yr,0,6,2,0.013358246322426914,Low Risk
CUST-01875,50,Male,South East,Crypto Wallet,56,15,2553.86,3,1,2,9,Organic,4,0,4yr+,1,6,0,0.004839135355592003,Low Risk
CUST-01876,51,Female,East of England,Current Account,7,15,1923.17,3,1,3,10,Organic,1,0,6-12m,2,0,0,0.19685566973314636,Low Risk
CUST-01877,28,Male,Yorkshire,Savings,80,8,1129.54,2,0,0,15,Organic,5,0,4yr+,4,9,0,0.01939732839980614,Low Risk
CUST-01878,32,Female,Northern Ireland,Investment ISA,23,15,6007.79,3,0,1,16,Paid Ads,4,0,1-2yr,3,4,1,0.00812164209401819,Low Risk
CUST-01879,18,Male,Scotland,Business Account,50,19,5479.01,1,1,0,6,Organic,2,0,4yr+,0,5,0,0.050694419646851833,Low Risk
CUST-01880,25,Male,South East,Current Account,2,19,922.8,2,0,1,12,Organic,4,0,0-6m,2,6,0,0.0136393025901504,Low Risk
CUST-01881,46,Male,South East,Savings,6,12,414.03,1,0,1,10,Referral,2,0,0-6m,4,6,2,0.08055086846026505,Low Risk
CUST-01882,54,Female,South East,Crypto Wallet,9,11,2242.47,2,0,4,17,Social Media,4,0,6-12m,1,6,3,0.02087384953695551,Low Risk
CUST-01883,20,Female,South East,Savings,8,18,7503.19,2,0,2,22,Organic,3,0,6-12m,4,6,0,0.04799598766005028,Low Risk
CUST-01884,27,Non-binary,Scotland,Savings,4,17,397.76,1,0,3,9,Organic,3,0,0-6m,4,5,0,0.06713113288158067,Low Risk
CUST-01885,34,Male,Midlands,Business Account,48,10,3179.36,3,1,4,17,Referral,5,0,2-4yr,0,2,2,0.013766703745922444,Low Risk
CUST-01886,38,Male,North West,Crypto Wallet,13,18,675.08,1,1,1,15,Organic,3,0,1-2yr,1,3,0,0.023800934813339586,Low Risk
CUST-01887,25,Female,London,Current Account,79,17,533.64,2,0,2,15,Organic,5,0,4yr+,2,1,0,0.005293909614870648,Low Risk
CUST-01888,40,Female,London,Current Account,21,10,5527.12,2,1,2,9,Paid Ads,5,0,1-2yr,2,1,1,0.025040349059113627,Low Risk
CUST-01889,29,Male,London,Savings,3,14,3945.81,2,0,2,9,Social Media,3,0,0-6m,4,1,3,0.027530153580478913,Low Risk
CUST-01890,34,Male,London,Business Account,18,14,1506.06,1,1,0,12,Paid Ads,4,0,1-2yr,0,1,1,0.027785398871135642,Low Risk
CUST-01891,41,Female,South West,Business Account,120,17,4662.93,2,0,0,17,Paid Ads,1,0,4yr+,0,7,1,0.025068605097812776,Low Risk
CUST-01892,35,Male,London,Crypto Wallet,19,13,4106.08,1,0,2,9,Referral,4,0,1-2yr,1,1,2,0.023371337707952015,Low Risk
CUST-01893,29,Female,Yorkshire,Savings,1,13,303.84,3,1,2,8,Social Media,5,0,0-6m,4,9,3,0.0340859343363276,Low Risk
CUST-01894,33,Female,North West,Current Account,64,22,2000.45,1,1,3,9,Organic,5,0,4yr+,2,3,0,0.006908743161828959,Low Risk
CUST-01895,33,Female,London,Investment ISA,6,8,9851.37,1,0,2,12,Referral,4,0,0-6m,3,1,2,0.032355826177720697,Low Risk
CUST-01896,30,Female,South West,Savings,27,13,3192.56,2,1,1,10,Referral,3,0,2-4yr,4,7,2,0.019458980204265463,Low Risk
CUST-01897,31,Male,Midlands,Investment ISA,17,18,78.34,2,1,3,13,Social Media,5,0,1-2yr,3,2,3,0.017241064529041294,Low Risk
CUST-01898,54,Female,South East,Investment ISA,9,8,500.31,1,1,2,11,Referral,5,0,6-12m,3,6,2,0.03980595815708776,Low Risk
CUST-01899,41,Female,East of England,Savings,7,15,5972.55,1,0,4,13,Organic,1,0,6-12m,4,0,0,0.20482078012151222,Medium Risk
CUST-01900,31,Male,London,Business Account,63,15,926.49,1,0,2,13,Paid Ads,3,0,4yr+,0,1,1,0.011158881100138207,Low Risk
CUST-01901,43,Female,London,Current Account,58,22,6943.82,3,1,2,11,Paid Ads,5,0,4yr+,2,1,1,0.01441935691665388,Low Risk
CUST-01902,30,Male,Yorkshire,Investment ISA,17,20,21064.05,3,0,2,7,Organic,5,0,1-2yr,3,9,0,0.02799449315608484,Low Risk
CUST-01903,49,Female,Yorkshire,Savings,7,17,1358.94,1,0,1,16,Organic,5,0,6-12m,4,9,0,0.026810764432576115,Low Risk
CUST-01904,39,Male,South East,Investment ISA,2,11,861.43,1,0,2,12,Referral,2,0,0-6m,3,6,2,0.06927583442293005,Low Risk
CUST-01905,33,Female,London,Investment ISA,4,16,540.57,1,1,2,20,Organic,4,0,0-6m,3,1,0,0.039122137920640176,Low Risk
CUST-01906,40,Male,Wales,Current Account,17,19,4491.28,3,1,0,11,Social Media,2,0,1-2yr,2,8,3,0.015290900553603652,Low Risk
CUST-01907,18,Male,South East,Current Account,8,21,877.24,2,0,2,12,Organic,4,0,6-12m,2,6,0,0.014580402825579574,Low Risk
CUST-01908,21,Non-binary,London,Current Account,1,18,1115.79,4,0,0,13,Paid Ads,5,0,0-6m,2,1,1,0.025858101754703027,Low Risk
CUST-01909,20,Female,Midlands,Current Account,14,18,478.05,2,0,4,12,Organic,5,0,1-2yr,2,2,0,0.01931601258396278,Low Risk
CUST-01910,36,Male,East of England,Investment ISA,32,17,1075.91,3,0,1,10,Social Media,2,0,2-4yr,3,0,3,0.014117167105537785,Low Risk
CUST-01911,55,Male,London,Current Account,53,19,774.29,4,0,3,7,Paid Ads,4,0,4yr+,2,1,1,0.013680428266716988,Low Risk
CUST-01912,61,Male,South West,Savings,21,17,167.61,1,1,3,9,Referral,2,0,1-2yr,4,7,2,0.15187927505580193,Low Risk
CUST-01913,42,Female,Midlands,Current Account,30,17,660.89,2,0,0,13,Social Media,3,0,2-4yr,2,2,3,0.01689416867958462,Low Risk
CUST-01914,41,Female,North West,Savings,10,12,4426.78,2,0,3,12,Organic,2,0,6-12m,4,3,0,0.06381150264733992,Low Risk
CUST-01915,18,Female,Yorkshire,Investment ISA,16,13,9125.2,1,0,2,13,Organic,2,0,1-2yr,3,9,0,0.1006333821640354,Low Risk
CUST-01916,28,Female,Northern Ireland,Current Account,31,14,1590.81,2,1,3,17,Social Media,3,0,2-4yr,2,4,3,0.013221831824035569,Low Risk
CUST-01917,25,Female,South East,Investment ISA,31,4,1882.65,3,0,1,9,Social Media,5,0,2-4yr,3,6,3,0.03722595104393737,Low Risk
CUST-01918,27,Male,London,Crypto Wallet,13,7,2548.29,4,0,2,12,Organic,3,0,1-2yr,1,1,0,0.017047210749843666,Low Risk
CUST-01919,32,Male,East of England,Current Account,18,15,19055.92,3,0,2,7,Referral,5,0,1-2yr,2,0,2,0.014463333925752352,Low Risk
CUST-01920,29,Female,Scotland,Investment ISA,61,12,538.17,4,0,1,13,Referral,1,0,4yr+,3,5,2,0.014053342453969055,Low Risk
CUST-01921,18,Female,North West,Current Account,23,10,397.59,2,1,3,11,Social Media,4,0,1-2yr,2,3,3,0.02460104957913903,Low Risk
CUST-01922,43,Female,Midlands,Current Account,24,10,1699.49,1,1,2,10,Organic,4,0,1-2yr,2,2,0,0.023918582024457163,Low Risk
CUST-01923,22,Female,Yorkshire,Savings,36,15,2901.7,2,0,1,13,Referral,5,0,2-4yr,4,9,2,0.0090663732056632,Low Risk
CUST-01924,37,Female,South West,Current Account,2,12,1737.08,2,1,2,7,Organic,2,0,0-6m,2,7,0,0.03499850705955999,Low Risk
CUST-01925,59,Female,East of England,Crypto Wallet,17,13,351.62,1,1,2,12,Referral,5,0,1-2yr,1,0,2,0.022678964980849817,Low Risk
CUST-01926,23,Male,North West,Current Account,76,9,5227.92,3,1,1,13,Organic,5,0,4yr+,2,3,0,0.016826596849099228,Low Risk
CUST-01927,18,Male,South East,Current Account,10,17,1531.85,2,1,3,10,Organic,4,0,6-12m,2,6,0,0.017838963273686562,Low Risk
CUST-01928,31,Non-binary,Scotland,Savings,8,21,3516.61,3,0,1,13,Paid Ads,3,0,6-12m,4,5,1,0.019925720255544167,Low Risk
CUST-01929,48,Female,North West,Savings,22,12,11653.36,1,1,1,15,Paid Ads,3,0,1-2yr,4,3,1,0.019528979287297233,Low Risk
CUST-01930,58,Male,Scotland,Investment ISA,5,21,312.33,4,1,0,11,Social Media,4,0,0-6m,3,5,3,0.04719041657191588,Low Risk
CUST-01931,20,Male,North West,Current Account,19,18,229.97,1,1,2,6,Referral,4,0,1-2yr,2,3,2,0.05880374717864863,Low Risk
CUST-01932,40,Male,London,Crypto Wallet,4,12,3564.14,2,1,5,11,Social Media,4,0,0-6m,1,1,3,0.037066648677438106,Low Risk
CUST-01933,29,Male,North West,Business Account,20,10,157.37,1,1,3,17,Organic,3,0,1-2yr,0,3,0,0.09808971143760464,Low Risk
CUST-01934,33,Female,Yorkshire,Savings,22,13,1118.95,2,0,0,16,Organic,3,0,1-2yr,4,9,0,0.013194301621547333,Low Risk
CUST-01935,66,Male,South West,Crypto Wallet,13,15,910.91,1,0,4,11,Organic,5,0,1-2yr,1,7,0,0.011912322827163188,Low Risk
CUST-01936,18,Female,Midlands,Savings,11,16,2784.5,1,0,0,14,Social Media,4,0,6-12m,4,2,3,0.020425215589907623,Low Risk
CUST-01937,38,Male,London,Current Account,6,12,812.95,3,0,2,14,Organic,3,0,0-6m,2,1,0,0.0156624672353886,Low Risk
CUST-01938,40,Female,North West,Current Account,9,19,3262.86,3,1,1,21,Organic,4,0,6-12m,2,3,0,0.015456215185557684,Low Risk
CUST-01939,48,Male,South West,Current Account,16,17,502.51,3,0,0,17,Referral,1,0,1-2yr,2,7,2,0.08433673627582465,Low Risk
CUST-01940,36,Female,North West,Business Account,6,7,407.28,1,0,6,10,Social Media,3,0,0-6m,0,3,3,0.09610992522770237,Low Risk
CUST-01941,38,Female,Yorkshire,Current Account,36,15,1850.37,2,0,3,9,Paid Ads,2,0,2-4yr,2,9,1,0.021841258747246736,Low Risk
CUST-01942,30,Female,Midlands,Investment ISA,29,15,2051.52,1,1,0,22,Organic,3,0,2-4yr,3,2,0,0.015299534669586638,Low Risk
CUST-01943,38,Male,South East,Current Account,7,19,2576.66,2,0,0,12,Social Media,4,0,6-12m,2,6,3,0.022195899885840902,Low Risk
CUST-01944,30,Male,South West,Investment ISA,2,14,10673.21,1,0,3,14,Referral,4,0,0-6m,3,7,2,0.014242934670515845,Low Risk
CUST-01945,42,Male,London,Current Account,1,13,8406.26,1,1,2,13,Social Media,5,0,0-6m,2,1,3,0.031094049694298343,Low Risk
CUST-01946,30,Male,Midlands,Crypto Wallet,21,10,3108.64,2,1,2,8,Organic,4,0,1-2yr,1,2,0,0.02449012011758603,Low Risk
CUST-01947,39,Female,London,Current Account,5,14,4775.59,1,0,3,9,Organic,3,0,0-6m,2,1,0,0.07249881587487758,Low Risk
CUST-01948,34,Female,London,Crypto Wallet,1,19,2476.41,2,1,1,10,Organic,5,0,0-6m,1,1,0,0.017025152786612187,Low Risk
CUST-01949,48,Female,Midlands,Crypto Wallet,10,16,7445.78,1,0,1,11,Organic,3,0,6-12m,1,2,0,0.028167030052807174,Low Risk
CUST-01950,34,Female,Midlands,Investment ISA,78,11,2798.0,2,1,3,14,Social Media,2,0,4yr+,3,2,3,0.019168676398010592,Low Risk
CUST-01951,18,Male,Yorkshire,Current Account,28,15,931.98,1,0,1,11,Organic,4,0,2-4yr,2,9,0,0.01957483311453689,Low Risk
CUST-01952,50,Male,Yorkshire,Current Account,46,18,732.92,2,0,1,12,Social Media,4,0,2-4yr,2,9,3,0.01235738663839626,Low Risk
CUST-01953,24,Male,Yorkshire,Crypto Wallet,3,20,7195.26,1,0,0,17,Referral,1,0,0-6m,1,9,2,0.054023319804422314,Low Risk
CUST-01954,27,Female,North West,Current Account,1,12,1451.42,1,0,3,14,Social Media,3,0,0-6m,2,3,3,0.06107659703089629,Low Risk
CUST-01955,27,Female,Scotland,Current Account,1,16,18036.57,1,1,4,14,Paid Ads,2,0,0-6m,2,5,1,0.053358478842229155,Low Risk
CUST-01956,51,Male,Midlands,Savings,74,13,480.43,3,1,1,13,Organic,4,0,4yr+,4,2,0,0.009141178877505146,Low Risk
CUST-01957,18,Male,North West,Current Account,8,19,8117.1,1,1,4,11,Social Media,5,0,6-12m,2,3,3,0.03573526537241461,Low Risk
CUST-01958,72,Female,Scotland,Current Account,14,12,1083.79,1,1,0,11,Organic,5,0,1-2yr,2,5,0,0.011902907154964566,Low Risk
CUST-01959,47,Female,East of England,Savings,12,17,2947.52,2,0,0,13,Social Media,3,0,6-12m,4,0,3,0.021469932577774214,Low Risk
CUST-01960,37,Female,London,Savings,31,13,379.15,1,1,1,11,Referral,5,0,2-4yr,4,1,2,0.020076409812386266,Low Risk
CUST-01961,34,Male,East of England,Current Account,8,14,199.1,1,0,2,11,Organic,4,0,6-12m,2,0,0,0.06989293426573732,Low Risk
CUST-01962,38,Male,London,Savings,18,9,10678.45,2,1,2,13,Organic,5,0,1-2yr,4,1,0,0.015062874004634746,Low Risk
CUST-01963,41,Non-binary,South East,Savings,120,13,1068.04,1,1,1,10,Referral,5,0,4yr+,4,6,2,0.012695908796475173,Low Risk
CUST-01964,42,Female,South East,Investment ISA,14,20,5898.45,2,0,5,16,Organic,5,0,1-2yr,3,6,0,0.01226478501557456,Low Risk
CUST-01965,41,Male,Scotland,Current Account,19,14,822.43,1,0,3,19,Organic,5,0,1-2yr,2,5,0,0.014057069986977717,Low Risk
CUST-01966,36,Female,London,Investment ISA,16,10,5908.07,1,0,2,12,Paid Ads,5,0,1-2yr,3,1,1,0.022047848519463918,Low Risk
CUST-01967,32,Female,Wales,Savings,39,8,1081.01,2,0,3,9,Organic,3,0,2-4yr,4,8,0,0.0312680023814669,Low Risk
CUST-01968,33,Male,South West,Savings,7,13,423.02,2,0,4,13,Referral,5,0,6-12m,4,7,2,0.02610256374156788,Low Risk
CUST-01969,32,Male,Scotland,Current Account,4,11,3927.59,1,1,1,8,Referral,3,0,0-6m,2,5,2,0.06069593799105848,Low Risk
CUST-01970,48,Male,North West,Current Account,33,13,5616.82,2,0,0,11,Social Media,4,1,2-4yr,2,3,3,0.023658168867169555,Low Risk
CUST-01971,42,Male,East of England,Crypto Wallet,12,17,3899.17,2,0,3,10,Social Media,2,0,6-12m,1,0,3,0.043395701939292534,Low Risk
CUST-01972,18,Female,South West,Current Account,58,16,1519.74,2,0,1,12,Organic,3,0,4yr+,2,7,0,0.005264126906959104,Low Risk
CUST-01973,42,Male,Midlands,Investment ISA,24,17,221.71,1,1,2,14,Organic,2,0,1-2yr,3,2,0,0.08586529775013471,Low Risk
CUST-01974,37,Female,Yorkshire,Business Account,19,19,501.33,4,1,3,13,Organic,5,0,1-2yr,0,9,0,0.018410767206919598,Low Risk
CUST-01975,34,Non-binary,Midlands,Savings,1,9,778.67,3,0,1,19,Paid Ads,4,0,0-6m,4,2,1,0.009851668604364846,Low Risk
CUST-01976,30,Male,Midlands,Savings,31,10,1326.22,1,0,2,9,Paid Ads,3,0,2-4yr,4,2,1,0.028111777810291567,Low Risk
CUST-01977,48,Male,South East,Current Account,27,17,7023.09,1,0,2,17,Paid Ads,5,0,2-4yr,2,6,1,0.007093412986283085,Low Risk
CUST-01978,46,Female,North West,Business Account,24,14,1570.52,3,1,2,14,Organic,4,0,1-2yr,0,3,0,0.005981355766556514,Low Risk
CUST-01979,25,Female,London,Investment ISA,7,16,144.32,1,0,2,11,Social Media,2,1,6-12m,3,1,3,0.4464775866385306,High Risk
CUST-01980,39,Female,South East,Investment ISA,70,17,80.71,1,1,3,14,Organic,3,0,4yr+,3,6,0,0.016138392161377683,Low Risk
CUST-01981,23,Male,Yorkshire,Savings,9,13,785.48,1,1,2,8,Organic,2,0,6-12m,4,9,0,0.0524878541090433,Low Risk
CUST-01982,18,Male,Northern Ireland,Crypto Wallet,3,18,976.54,2,0,0,11,Referral,2,0,0-6m,1,4,2,0.06422746696244112,Low Risk
CUST-01983,27,Female,Northern Ireland,Investment ISA,104,18,2770.48,2,1,2,12,Organic,4,0,4yr+,3,4,0,0.004585843024702096,Low Risk
CUST-01984,45,Non-binary,Midlands,Current Account,32,9,316.4,3,0,1,5,Referral,2,0,2-4yr,2,2,2,0.1213909538714204,Low Risk
CUST-01985,46,Male,Scotland,Savings,12,20,344.05,2,1,0,12,Organic,2,0,6-12m,4,5,0,0.07227300986863745,Low Risk
CUST-01986,41,Female,London,Savings,65,13,3116.01,3,1,3,14,Referral,5,0,4yr+,4,1,2,0.004821669922429808,Low Risk
CUST-01987,43,Male,Yorkshire,Current Account,2,17,8964.68,1,0,1,2,Social Media,5,0,0-6m,2,9,3,0.0801754556057077,Low Risk
CUST-01988,41,Non-binary,London,Crypto Wallet,2,13,171.36,2,1,3,16,Organic,3,0,0-6m,1,1,0,0.04992263928274652,Low Risk
CUST-01989,27,Female,South East,Current Account,27,11,718.58,3,0,0,10,Referral,5,0,2-4yr,2,6,2,0.009554876670698603,Low Risk
CUST-01990,40,Male,Scotland,Savings,4,7,6860.17,1,0,2,21,Social Media,3,0,0-6m,4,5,3,0.07738866801587499,Low Risk
CUST-01991,44,Female,South East,Current Account,59,11,5539.67,3,1,1,9,Social Media,3,0,4yr+,2,6,3,0.015146675653545159,Low Risk
CUST-01992,44,Male,London,Current Account,44,17,595.36,3,0,1,5,Organic,4,0,2-4yr,2,1,0,0.021578642063878925,Low Risk
CUST-01993,49,Male,South West,Savings,8,16,7272.49,3,0,2,14,Paid Ads,4,0,6-12m,4,7,1,0.020635034515704854,Low Risk
CUST-01994,43,Male,South East,Business Account,52,14,1908.15,1,1,2,12,Organic,5,0,4yr+,0,6,0,0.011412687424307875,Low Risk
CUST-01995,39,Male,London,Savings,1,15,3992.06,2,1,2,17,Paid Ads,5,0,0-6m,4,1,1,0.014990714488575163,Low Risk
CUST-01996,47,Male,London,Current Account,19,16,776.78,1,1,2,16,Organic,4,0,1-2yr,2,1,0,0.008458560563037737,Low Risk
CUST-01997,34,Female,South East,Investment ISA,65,15,2568.04,1,1,1,16,Social Media,2,0,4yr+,3,6,3,0.013904336444669999,Low Risk
CUST-01998,24,Female,London,Current Account,46,12,446.32,4,0,1,8,Paid Ads,4,0,2-4yr,2,1,1,0.03926738677147146,Low Risk
CUST-01999,33,Male,South West,Current Account,10,11,937.47,2,1,2,10,Social Media,5,0,6-12m,2,7,3,0.015919656122491778,Low Risk
CUST-02000,26,Female,South East,Current Account,4,11,1266.16,3,1,0,9,Paid Ads,5,0,0-6m,2,6,1,0.011638153301690008,Low Risk
CUST-02001,26,Female,South West,Current Account,5,15,2139.13,3,0,5,12,Paid Ads,4,0,0-6m,2,7,1,0.012161592572754499,Low Risk
CUST-02002,33,Non-binary,London,Savings,17,18,32462.35,2,0,3,11,Paid Ads,5,0,1-2yr,4,1,1,0.0244542077744626,Low Risk
CUST-02003,25,Female,Midlands,Savings,21,20,39020.08,4,1,3,10,Organic,2,0,1-2yr,4,2,0,0.02092085682747523,Low Risk
CUST-02004,31,Male,Yorkshire,Current Account,1,12,1135.14,3,1,0,13,Social Media,2,0,0-6m,2,9,3,0.026031890503770125,Low Risk
CUST-02005,18,Male,Scotland,Crypto Wallet,12,18,10673.5,2,1,1,12,Social Media,4,0,6-12m,1,5,3,0.018087266562349817,Low Risk
CUST-02006,37,Female,Scotland,Current Account,42,9,477.72,1,0,0,10,Social Media,2,1,2-4yr,2,5,3,0.49026952021465886,High Risk
CUST-02007,35,Male,East of England,Business Account,14,18,2919.4,1,0,0,12,Paid Ads,3,0,1-2yr,0,0,1,0.05740502046927852,Low Risk
CUST-02008,25,Male,South East,Savings,4,13,794.11,2,1,3,14,Paid Ads,4,0,0-6m,4,6,1,0.006564373018789308,Low Risk
CUST-02009,42,Male,Midlands,Current Account,74,21,1052.42,1,1,1,9,Social Media,1,0,4yr+,2,2,3,0.029550221516930097,Low Risk
CUST-02010,46,Male,Wales,Business Account,7,22,44042.55,3,1,2,10,Referral,3,0,6-12m,0,8,2,0.056564718000218756,Low Risk
CUST-02011,18,Male,London,Current Account,38,14,1136.4,1,0,1,17,Social Media,5,0,2-4yr,2,1,3,0.010721272453020757,Low Risk
CUST-02012,25,Female,London,Savings,5,17,828.97,3,0,0,5,Organic,5,0,0-6m,4,1,0,0.01483529172470442,Low Risk
