customer_id,age,gender,region,primary_product,tenure_months,monthly_transactions,avg_balance_gbp,num_products,has_credit_card,num_support_tickets,app_logins_per_month,referral_source,satisfaction_score,churned
CUST-00591,35,Male,Wales,Savings,37,16,1559.59,2,1,4,18,Paid Ads,4,0
CUST-00592,29,Female,Wales,Savings,6,18,190.01,2,1,3,18,Referral,4,0
CUST-00593,40,Female,Scotland,Savings,16,18,1584.2,3,0,2,12,Referral,5,0
CUST-00594,39,Female,East of England,Crypto Wallet,67,20,618.25,3,1,1,14,Organic,5,0
CUST-00595,47,Male,Midlands,Investment ISA,20,11,1650.49,4,0,1,17,Organic,4,0
CUST-00596,28,Male,Wales,Investment ISA,13,9,2217.21,1,1,5,14,Organic,4,0
CUST-00597,31,Female,North West,Business Account,1,15,194.44,3,1,3,12,Paid Ads,4,0
CUST-00598,23,Female,South East,Investment ISA,3,17,2670.69,4,0,4,9,Referral,4,0
CUST-00599,29,Male,East of England,Savings,20,12,1054.21,1,1,4,15,Organic,5,0
CUST-00600,39,Male,North West,Investment ISA,16,11,111.34,1,0,3,12,Paid Ads,1,0
CUST-00601,44,Male,Midlands,Investment ISA,10,14,1039.97,3,0,3,16,Paid Ads,4,0
CUST-00602,23,Female,South East,Current Account,61,15,2851.52,2,1,2,12,Organic,3,1
CUST-00603,45,Male,Scotland,Savings,9,12,1111.19,1,0,6,13,Paid Ads,3,0
CUST-00604,51,Female,Northern Ireland,Investment ISA,18,15,1032.79,2,0,2,12,Organic,5,0
CUST-00605,39,Male,London,Savings,20,13,2174.68,4,0,3,22,Organic,5,0
CUST-00606,57,Female,East of England,Crypto Wallet,17,11,1017.3,1,1,3,8,Organic,4,0
CUST-00607,25,Female,London,Savings,15,16,1312.14,2,0,4,14,Organic,1,1
CUST-00608,20,Female,North West,Business Account,9,16,368.06,1,1,2,9,Referral,3,0
CUST-00609,18,Male,London,Current Account,57,10,970.74,3,1,2,3,Referral,3,0
CUST-00610,52,Male,Yorkshire,Current Account,14,18,17342.15,1,1,3,8,Referral,3,0
CUST-00611,42,Male,London,Savings,18,15,2239.7,1,0,1,15,Social Media,2,0
CUST-00612,34,Female,Midlands,Savings,25,12,2497.26,4,0,0,15,Paid Ads,3,0
CUST-00613,38,Female,South East,Current Account,1,13,836.14,2,1,2,9,Organic,4,0
CUST-00614,21,Female,London,Current Account,36,16,1125.94,3,0,4,6,Social Media,4,0
CUST-00615,64,Male,South West,Investment ISA,17,11,1374.46,2,0,1,9,Referral,4,0
CUST-00616,36,Female,London,Savings,25,11,5161.78,2,0,5,19,Social Media,4,0
CUST-00617,36,Male,South East,Investment ISA,35,16,7620.66,4,0,1,11,Paid Ads,5,0
CUST-00618,43,Female,South East,Crypto Wallet,49,10,1048.15,4,0,1,13,Social Media,5,0
CUST-00619,40,Male,Midlands,Crypto Wallet,11,16,1757.94,2,1,2,12,Social Media,3,0
CUST-00620,37,Female,Scotland,Savings,40,11,1363.7,4,0,1,14,Social Media,5,0
CUST-00621,25,Male,London,Savings,7,7,4513.54,3,1,1,11,Social Media,5,0
CUST-00622,40,Male,South East,Savings,25,17,3172.59,2,0,2,16,Social Media,3,0
CUST-00623,57,Female,North West,Crypto Wallet,2,12,1623.04,4,1,5,9,Social Media,1,0
CUST-00624,51,Male,South East,Crypto Wallet,1,18,6072.8,1,1,3,7,Organic,5,0
CUST-00625,54,Female,Wales,Current Account,2,9,3366.86,3,0,5,6,Paid Ads,5,0
CUST-00626,28,Female,South West,Current Account,9,11,716.69,1,1,1,8,Social Media,4,0
CUST-00627,23,Female,Scotland,Current Account,1,15,1825.95,1,0,2,9,Paid Ads,3,0
CUST-00628,33,Male,South East,Savings,23,16,1462.9,3,1,1,10,Social Media,4,0
CUST-00629,35,Female,Yorkshire,Savings,9,19,552.55,4,1,0,16,Referral,2,0
CUST-00630,48,Female,Wales,Investment ISA,31,18,1379.71,1,0,2,10,Social Media,5,0
CUST-00631,18,Male,Scotland,Current Account,1,10,7093.29,2,0,1,9,Referral,3,0
CUST-00632,53,Female,South West,Investment ISA,5,20,6727.07,3,1,4,13,Paid Ads,2,0
CUST-00633,33,Male,Yorkshire,Business Account,12,8,5409.43,1,0,0,12,Organic,5,0
CUST-00634,29,Male,Midlands,Investment ISA,11,9,4605.34,1,0,3,14,Referral,4,0
CUST-00635,22,Male,South East,Current Account,3,13,2320.6,1,0,2,9,Organic,4,0
CUST-00636,18,Male,Yorkshire,Savings,120,9,878.63,2,1,1,10,Organic,4,0
CUST-00637,44,Male,London,Savings,8,12,3556.42,3,0,3,14,Organic,5,0
CUST-00638,35,Female,South West,Crypto Wallet,30,22,250.74,1,0,1,10,Organic,3,0
CUST-00639,19,Female,South West,Savings,5,20,807.34,3,0,3,8,Paid Ads,3,0
CUST-00640,19,Male,South West,Savings,50,12,6807.01,2,0,1,10,Social Media,4,0
CUST-00641,30,Female,North West,Savings,11,15,1001.73,4,1,0,11,Referral,5,0
CUST-00642,55,Female,London,Savings,55,24,3897.04,2,0,3,13,Referral,5,0
CUST-00643,31,Female,London,Investment ISA,10,14,1169.5,2,0,0,9,Referral,5,0
CUST-00644,18,Female,Yorkshire,Current Account,1,12,3498.89,1,1,2,11,Referral,4,0
CUST-00645,32,Female,Wales,Savings,17,10,284.83,1,1,1,6,Organic,4,0
CUST-00646,31,Male,Scotland,Current Account,17,6,8317.85,1,0,3,4,Social Media,4,1
CUST-00647,18,Male,London,Current Account,3,19,473.83,2,0,4,11,Organic,4,0
CUST-00648,34,Male,East of England,Investment ISA,6,15,352.76,2,0,4,16,Organic,2,0
CUST-00649,32,Female,Northern Ireland,Current Account,36,13,7798.4,3,1,1,5,Organic,4,0
CUST-00650,43,Male,North West,Current Account,1,15,1801.94,2,0,4,12,Social Media,3,0
CUST-00651,57,Female,Scotland,Investment ISA,16,17,1252.01,1,0,0,11,Paid Ads,4,0
CUST-00652,48,Male,South West,Investment ISA,18,18,11862.95,3,0,0,13,Paid Ads,2,0
CUST-00653,31,Female,Yorkshire,Current Account,28,13,4347.25,3,1,1,7,Organic,4,0
CUST-00654,21,Male,Northern Ireland,Savings,1,14,1054.26,1,0,0,8,Social Media,4,0
CUST-00655,65,Male,London,Current Account,21,16,1538.77,1,0,1,12,Referral,3,0
CUST-00656,35,Male,Midlands,Current Account,1,14,6559.66,1,1,4,12,Organic,2,0
CUST-00657,35,Male,Yorkshire,Savings,7,10,568.9,1,1,2,16,Paid Ads,3,0
CUST-00658,34,Male,East of England,Current Account,16,13,10220.47,4,0,2,8,Paid Ads,4,0
CUST-00659,37,Female,Wales,Business Account,58,13,1062.06,2,1,7,10,Organic,4,0
CUST-00660,33,Male,Northern Ireland,Current Account,3,16,635.37,3,0,0,16,Organic,3,0
CUST-00661,28,Male,Midlands,Crypto Wallet,4,11,6662.81,3,1,1,15,Social Media,4,0
CUST-00662,28,Female,South West,Crypto Wallet,26,15,4365.67,1,1,1,9,Paid Ads,5,0
CUST-00663,34,Male,North West,Business Account,11,12,214.45,2,1,2,17,Paid Ads,4,0
CUST-00664,28,Female,North West,Savings,23,11,1590.51,4,0,2,11,Organic,3,0
CUST-00665,26,Non-binary,South East,Crypto Wallet,120,13,479.99,1,1,1,14,Organic,5,0
CUST-00666,36,Male,South West,Business Account,103,15,4712.65,1,1,2,6,Referral,4,0
CUST-00667,31,Male,Northern Ireland,Current Account,10,23,14236.1,1,1,3,14,Social Media,4,0
CUST-00668,53,Male,South East,Savings,16,16,3447.01,2,1,3,12,Social Media,5,0
CUST-00669,18,Female,London,Current Account,56,15,726.62,1,0,2,14,Paid Ads,4,0
CUST-00670,48,Female,South West,Investment ISA,2,8,5260.22,2,0,2,4,Referral,5,0
CUST-00671,49,Female,Scotland,Savings,14,12,1702.03,1,1,5,8,Organic,4,0
CUST-00672,18,Female,Northern Ireland,Current Account,11,17,1654.84,1,1,0,19,Organic,5,0
CUST-00673,30,Male,South East,Crypto Wallet,8,15,1009.94,1,0,0,14,Paid Ads,4,0
CUST-00674,30,Female,London,Current Account,120,16,2050.05,1,0,6,15,Referral,5,0
CUST-00675,18,Female,Midlands,Crypto Wallet,31,21,1660.43,1,1,5,12,Social Media,4,0
CUST-00676,25,Female,London,Current Account,11,10,100.98,2,0,3,7,Social Media,4,0
CUST-00677,21,Female,South East,Investment ISA,42,22,1865.04,4,0,2,12,Organic,3,0
CUST-00678,56,Female,London,Current Account,16,16,1532.81,3,0,3,14,Paid Ads,4,0
CUST-00679,46,Male,South East,Current Account,49,14,2741.29,3,1,3,11,Referral,4,0
CUST-00680,50,Male,London,Investment ISA,7,18,162.7,3,1,1,10,Referral,5,0
CUST-00681,43,Female,Northern Ireland,Current Account,6,26,3342.26,4,0,6,18,Paid Ads,5,0
CUST-00682,21,Male,South East,Savings,6,14,1871.19,4,1,3,14,Organic,4,0
CUST-00683,28,Female,North West,Business Account,18,16,3275.29,3,1,4,7,Social Media,5,0
CUST-00684,40,Male,East of England,Current Account,8,14,255.97,3,1,4,10,Social Media,5,0
CUST-00685,20,Female,Scotland,Crypto Wallet,3,15,410.89,1,0,1,15,Social Media,4,1
CUST-00686,43,Female,Scotland,Current Account,120,14,190.57,1,0,3,9,Social Media,5,0
CUST-00687,32,Male,Yorkshire,Current Account,55,15,2155.08,1,0,1,11,Referral,5,0
CUST-00688,30,Female,South West,Current Account,24,11,1195.02,3,0,2,8,Paid Ads,3,0
CUST-00689,43,Female,Wales,Business Account,53,15,1521.12,1,1,1,14,Organic,3,0
CUST-00690,40,Female,Scotland,Current Account,65,15,340.04,3,1,2,10,Organic,2,0
CUST-00691,30,Male,East of England,Crypto Wallet,27,12,423.35,1,1,4,16,Referral,4,0
CUST-00692,48,Male,Midlands,Business Account,17,5,90.44,1,0,4,21,Referral,3,0
CUST-00693,22,Male,South East,Savings,51,10,359.73,2,0,1,14,Referral,5,0
CUST-00694,42,Male,Wales,Investment ISA,20,13,828.78,3,0,2,11,Referral,5,0
CUST-00695,42,Female,Midlands,Crypto Wallet,3,12,881.82,1,1,1,13,Referral,4,0
CUST-00696,31,Non-binary,East of England,Savings,10,18,1667.12,1,0,1,15,Organic,4,0
CUST-00697,38,Female,London,Current Account,14,22,4509.57,3,1,1,10,Organic,5,0
CUST-00698,19,Female,North West,Savings,65,15,790.94,3,0,5,14,Organic,4,0
CUST-00699,46,Female,East of England,Crypto Wallet,25,20,3250.44,2,0,1,15,Paid Ads,5,0
CUST-00700,32,Male,South East,Crypto Wallet,49,11,4600.47,2,1,4,15,Organic,5,0
CUST-00701,28,Female,East of England,Current Account,34,12,7187.12,3,1,2,16,Paid Ads,4,0
CUST-00702,47,Male,Northern Ireland,Current Account,8,10,3254.34,3,1,2,9,Social Media,5,0
CUST-00703,26,Female,Wales,Business Account,30,18,1974.25,1,1,2,10,Organic,5,0
CUST-00704,18,Male,Midlands,Current Account,5,16,494.7,1,1,2,9,Referral,5,1
CUST-00705,18,Male,Scotland,Investment ISA,12,13,2507.43,4,1,2,9,Organic,3,0
CUST-00706,42,Female,Wales,Current Account,39,13,1151.08,4,1,3,9,Paid Ads,4,0
CUST-00707,19,Female,South West,Crypto Wallet,22,11,9431.26,2,0,2,16,Organic,5,0
CUST-00708,56,Female,Scotland,Business Account,41,19,2017.31,2,0,2,14,Organic,1,0
CUST-00709,18,Female,Northern Ireland,Current Account,7,8,1492.25,1,1,3,11,Organic,2,0
CUST-00710,55,Male,Yorkshire,Current Account,33,18,9888.36,2,0,2,13,Paid Ads,2,0
CUST-00711,37,Female,Northern Ireland,Savings,5,17,1013.48,1,1,2,10,Social Media,4,0
CUST-00712,33,Male,London,Current Account,18,10,1801.12,1,1,3,10,Social Media,5,0
CUST-00713,28,Female,London,Savings,13,15,20156.27,1,0,3,13,Organic,4,0
CUST-00714,39,Female,North West,Investment ISA,19,6,2488.62,2,0,2,12,Social Media,2,0
CUST-00715,34,Male,North West,Current Account,3,16,6975.55,2,1,3,9,Organic,3,0
CUST-00716,48,Female,South West,Savings,10,12,10987.88,1,0,1,7,Social Media,3,0
CUST-00717,36,Female,London,Crypto Wallet,26,16,932.4,3,0,2,18,Paid Ads,5,0
CUST-00718,36,Male,Northern Ireland,Investment ISA,19,14,5380.46,3,1,6,12,Organic,3,0
CUST-00719,30,Female,South East,Current Account,19,13,1212.82,3,1,0,12,Organic,4,0
CUST-00720,34,Female,North West,Investment ISA,17,18,20908.83,2,1,1,11,Organic,5,0
CUST-00721,38,Female,South East,Crypto Wallet,69,22,10222.5,3,0,1,14,Organic,4,0
CUST-00722,18,Male,Midlands,Savings,65,22,4411.42,3,1,1,17,Referral,4,0
CUST-00723,18,Male,London,Current Account,10,14,6332.92,4,1,0,10,Referral,4,0
CUST-00724,43,Female,London,Current Account,10,17,784.69,2,0,4,12,Social Media,5,1
CUST-00725,37,Male,Yorkshire,Crypto Wallet,19,16,14200.85,1,1,1,8,Paid Ads,4,0
CUST-00726,32,Non-binary,London,Crypto Wallet,2,17,610.78,4,1,1,12,Referral,5,0
CUST-00727,35,Male,South East,Investment ISA,8,17,2946.69,1,1,2,13,Organic,5,0
CUST-00728,39,Female,South West,Current Account,6,12,767.58,3,0,1,11,Paid Ads,4,0
CUST-00729,28,Female,London,Savings,6,11,5076.95,4,1,3,8,Paid Ads,3,0
CUST-00730,25,Male,North West,Crypto Wallet,24,18,14677.76,3,0,4,12,Paid Ads,4,0
CUST-00731,37,Male,London,Savings,11,18,3108.36,2,0,1,8,Social Media,2,0
CUST-00732,23,Female,South East,Current Account,4,15,2638.85,1,0,2,9,Referral,3,1
CUST-00733,39,Female,Yorkshire,Savings,52,18,1577.6,1,1,1,10,Organic,4,0
CUST-00734,18,Male,London,Crypto Wallet,49,14,2039.69,2,1,5,16,Social Media,3,0
CUST-00735,47,Female,Wales,Current Account,47,17,1208.47,3,0,1,12,Organic,2,0
CUST-00736,40,Male,East of England,Savings,11,13,12836.13,1,0,1,12,Paid Ads,3,0
CUST-00737,38,Male,London,Investment ISA,1,10,4688.03,1,0,1,16,Paid Ads,5,0
CUST-00738,46,Female,Northern Ireland,Investment ISA,2,14,1191.67,1,1,1,12,Referral,4,0
CUST-00739,54,Male,South East,Investment ISA,7,16,1943.94,2,1,3,10,Social Media,3,0
CUST-00740,47,Female,London,Investment ISA,5,22,59818.39,2,0,2,18,Organic,5,0
CUST-00741,18,Male,London,Current Account,49,14,2506.35,1,0,2,8,Organic,5,0
CUST-00742,19,Male,North West,Current Account,103,16,10337.58,1,0,1,10,Organic,4,0
CUST-00743,27,Male,Scotland,Investment ISA,40,16,905.18,3,1,2,10,Referral,4,0
CUST-00744,35,Female,South East,Current Account,31,7,3191.72,1,1,2,12,Referral,3,1
CUST-00745,41,Female,South West,Investment ISA,21,13,854.57,1,0,1,12,Organic,3,0
CUST-00746,26,Female,Yorkshire,Investment ISA,35,14,951.11,1,0,3,14,Paid Ads,2,0
CUST-00747,37,Male,South East,Current Account,70,14,4686.73,3,1,9,13,Paid Ads,3,0
CUST-00748,25,Male,Yorkshire,Savings,22,12,617.26,2,1,2,11,Paid Ads,4,0
CUST-00749,27,Female,East of England,Savings,4,11,432.49,2,1,1,9,Social Media,2,1
CUST-00750,18,Male,London,Current Account,4,14,4114.5,1,0,1,12,Social Media,5,0
CUST-00751,23,Female,South East,Savings,21,13,1006.44,2,0,3,8,Organic,4,0
CUST-00752,18,Male,North West,Business Account,9,11,1292.07,2,1,1,11,Referral,3,0
CUST-00753,23,Female,Midlands,Savings,57,19,208.23,1,1,2,15,Social Media,4,0
CUST-00754,47,Male,Midlands,Investment ISA,22,8,394.19,4,1,1,12,Organic,5,0
CUST-00755,23,Female,South East,Current Account,27,9,2356.22,3,0,0,10,Paid Ads,3,0
CUST-00756,66,Male,Scotland,Current Account,1,12,1366.09,3,1,1,17,Organic,3,0
CUST-00757,40,Male,Scotland,Current Account,16,19,5383.05,2,0,0,12,Paid Ads,4,0
CUST-00758,37,Male,Midlands,Crypto Wallet,13,13,614.21,1,0,2,12,Organic,3,0
CUST-00759,24,Male,London,Savings,29,12,1481.37,2,0,2,11,Paid Ads,4,0
CUST-00760,43,Male,North West,Current Account,11,14,1911.76,1,1,0,16,Social Media,3,0
CUST-00761,28,Female,South East,Investment ISA,90,15,1415.23,1,0,1,13,Social Media,3,0
CUST-00762,36,Female,Midlands,Current Account,26,11,3703.41,2,1,1,22,Paid Ads,3,0
CUST-00763,65,Female,East of England,Current Account,25,10,491.31,2,0,2,13,Referral,5,0
CUST-00764,33,Female,Midlands,Savings,60,19,3343.44,1,0,3,11,Referral,3,0
CUST-00765,48,Female,London,Current Account,120,17,7093.45,2,1,10,11,Organic,5,0
CUST-00766,26,Male,North West,Savings,5,10,673.17,2,0,3,12,Paid Ads,4,0
CUST-00767,34,Male,South West,Current Account,39,16,2924.28,3,1,0,14,Paid Ads,4,0
CUST-00768,56,Male,South West,Savings,4,17,2776.24,3,0,0,12,Paid Ads,2,0
CUST-00769,27,Female,Midlands,Crypto Wallet,14,20,3664.86,1,0,1,7,Paid Ads,5,0
CUST-00770,56,Male,South East,Crypto Wallet,2,19,1811.28,3,1,1,12,Referral,4,0
CUST-00771,43,Male,North West,Crypto Wallet,23,15,9916.46,4,1,2,8,Paid Ads,5,0
CUST-00772,28,Female,Midlands,Crypto Wallet,15,14,22750.56,3,0,1,16,Social Media,4,0
CUST-00773,42,Male,Northern Ireland,Savings,23,18,3828.01,3,1,2,16,Social Media,4,0
CUST-00774,46,Female,Scotland,Investment ISA,27,20,2635.15,1,0,0,12,Social Media,4,0
CUST-00775,42,Female,Yorkshire,Savings,23,14,1838.19,4,1,2,10,Organic,2,0
CUST-00776,18,Male,Midlands,Crypto Wallet,8,17,373.81,1,1,1,9,Referral,2,0
CUST-00777,26,Male,South East,Savings,43,15,326.07,3,0,0,10,Organic,3,0
CUST-00778,32,Female,South West,Current Account,19,16,452.71,1,0,1,16,Organic,3,0
CUST-00779,34,Female,Midlands,Crypto Wallet,16,23,2487.14,1,1,1,12,Paid Ads,5,0
CUST-00780,42,Male,Northern Ireland,Crypto Wallet,104,11,1434.72,1,0,1,17,Social Media,3,0
CUST-00781,37,Female,North West,Crypto Wallet,8,24,11299.79,2,0,0,11,Organic,4,1
CUST-00782,18,Female,London,Current Account,18,14,89.46,3,0,2,16,Paid Ads,5,0
CUST-00783,39,Male,Yorkshire,Current Account,27,19,1898.6,4,1,1,11,Referral,2,0
CUST-00784,42,Male,London,Current Account,3,21,3041.38,2,1,1,15,Social Media,4,0
CUST-00785,41,Female,South East,Savings,10,20,5309.33,2,0,3,10,Organic,1,0
CUST-00786,47,Male,South East,Current Account,38,15,2147.35,3,0,2,23,Referral,5,0
CUST-00787,45,Female,Yorkshire,Savings,6,9,2801.06,1,0,4,7,Organic,5,0
CUST-00788,40,Male,Midlands,Current Account,16,14,2233.31,4,0,2,14,Referral,3,0
CUST-00789,34,Female,London,Current Account,23,18,3064.69,1,0,2,12,Organic,3,0
CUST-00790,18,Female,Scotland,Investment ISA,26,14,1766.69,4,0,3,13,Referral,4,0
CUST-00791,40,Female,North West,Crypto Wallet,31,18,22911.96,4,0,0,21,Referral,5,0
CUST-00792,37,Male,East of England,Current Account,48,16,3617.05,1,1,1,13,Social Media,3,0
CUST-00793,38,Male,Midlands,Savings,11,17,2291.28,3,0,2,9,Paid Ads,3,0
CUST-00794,19,Female,Yorkshire,Current Account,29,12,745.65,2,1,2,15,Organic,4,0
CUST-00795,22,Male,London,Current Account,31,14,1199.01,3,0,2,6,Referral,4,1
CUST-00796,47,Male,South West,Investment ISA,8,12,11071.66,1,1,2,16,Referral,4,0
CUST-00797,34,Female,Yorkshire,Investment ISA,82,21,91.65,3,1,2,9,Social Media,3,0
CUST-00798,43,Male,East of England,Crypto Wallet,48,9,1935.57,2,0,1,13,Referral,5,0
CUST-00799,35,Male,London,Savings,8,13,1754.77,2,1,2,17,Referral,4,0
CUST-00800,35,Male,North West,Crypto Wallet,26,20,3294.8,2,1,3,12,Social Media,5,0
CUST-00801,46,Female,Scotland,Current Account,30,14,2485.57,3,1,3,17,Organic,4,0
CUST-00802,28,Female,London,Current Account,13,16,11147.53,1,0,0,7,Referral,2,0
CUST-00803,36,Male,North West,Current Account,47,14,2034.18,4,0,0,12,Paid Ads,3,0
CUST-00804,29,Male,East of England,Crypto Wallet,28,16,1674.17,1,1,0,18,Paid Ads,4,0
CUST-00805,29,Male,North West,Current Account,25,18,5665.49,3,0,3,13,Organic,3,0
CUST-00806,31,Female,Northern Ireland,Current Account,5,16,11377.55,1,1,0,12,Referral,4,0
CUST-00807,37,Male,London,Investment ISA,12,10,4122.51,4,1,3,13,Organic,2,0
CUST-00808,29,Female,Yorkshire,Current Account,13,13,6086.65,3,0,2,11,Organic,5,0
CUST-00809,50,Male,Midlands,Current Account,31,19,1392.86,1,0,3,8,Paid Ads,5,0
CUST-00810,24,Non-binary,Midlands,Current Account,23,13,2101.67,3,0,0,11,Organic,4,0
CUST-00811,32,Male,Northern Ireland,Current Account,2,18,10752.34,1,0,1,11,Organic,5,0
CUST-00812,29,Female,London,Investment ISA,8,15,3401.78,2,0,2,12,Paid Ads,3,0
CUST-00813,52,Male,East of England,Savings,15,21,1352.3,1,1,1,14,Organic,2,0
CUST-00814,37,Male,Yorkshire,Current Account,32,10,1880.06,1,0,1,8,Paid Ads,3,0
CUST-00815,47,Female,South East,Current Account,32,16,6276.59,4,0,2,16,Social Media,3,0
CUST-00816,18,Female,East of England,Crypto Wallet,16,20,6984.67,2,0,1,9,Paid Ads,3,1
CUST-00817,38,Male,North West,Savings,2,4,658.16,1,1,2,17,Paid Ads,5,0
CUST-00818,45,Female,South West,Investment ISA,8,17,2793.66,2,0,1,17,Social Media,5,0
CUST-00819,35,Female,North West,Savings,7,11,1791.11,4,1,2,13,Referral,4,0
CUST-00820,47,Female,Wales,Current Account,36,18,1671.3,1,0,1,17,Paid Ads,4,0
CUST-00821,28,Male,Scotland,Business Account,4,16,8922.84,1,1,2,18,Organic,3,0
CUST-00822,51,Female,London,Savings,15,13,1359.61,2,1,3,12,Referral,4,0
CUST-00823,62,Female,Scotland,Current Account,26,14,906.24,4,0,3,10,Organic,5,0
CUST-00824,30,Male,London,Savings,80,11,679.94,3,0,2,10,Paid Ads,5,0
CUST-00825,29,Female,North West,Current Account,120,9,1466.37,2,0,3,7,Referral,2,0
CUST-00826,52,Male,London,Current Account,73,14,748.23,1,0,2,13,Referral,5,0
CUST-00827,53,Male,London,Business Account,30,15,640.51,3,0,2,12,Social Media,3,0
CUST-00828,28,Female,London,Crypto Wallet,32,17,621.44,3,0,3,18,Referral,4,0
CUST-00829,29,Female,Midlands,Current Account,34,17,667.37,3,0,2,17,Referral,1,0
CUST-00830,31,Male,Midlands,Savings,47,19,725.6,2,0,1,9,Paid Ads,5,0
CUST-00831,18,Male,Midlands,Crypto Wallet,72,13,2918.61,2,0,2,15,Paid Ads,5,0
CUST-00832,23,Female,South East,Current Account,14,13,172.09,1,0,2,7,Paid Ads,5,0
CUST-00833,22,Male,Yorkshire,Savings,12,16,778.91,3,1,2,17,Organic,2,0
CUST-00834,25,Female,Yorkshire,Investment ISA,14,21,1603.34,3,1,2,11,Social Media,3,0
CUST-00835,34,Female,South East,Investment ISA,25,16,7174.94,1,1,1,16,Paid Ads,3,0
CUST-00836,37,Male,Wales,Investment ISA,35,10,1345.99,1,1,1,8,Social Media,5,0
CUST-00837,53,Female,Scotland,Investment ISA,49,19,1504.19,4,0,1,12,Social Media,5,0
CUST-00838,23,Female,Yorkshire,Business Account,14,28,1626.95,1,0,2,17,Organic,4,0
CUST-00839,46,Male,South East,Current Account,10,14,202.67,2,1,2,11,Referral,3,1
CUST-00840,32,Female,London,Crypto Wallet,98,12,3987.47,2,1,0,5,Social Media,5,0
CUST-00841,34,Female,Wales,Current Account,6,10,3792.97,3,0,2,11,Paid Ads,4,0
CUST-00842,43,Female,South West,Current Account,6,14,4804.92,1,0,1,12,Organic,4,0
CUST-00843,21,Female,London,Current Account,30,18,36571.25,2,0,1,6,Paid Ads,4,0
CUST-00844,39,Male,North West,Investment ISA,4,20,380.61,2,1,3,14,Organic,2,0
CUST-00845,36,Male,Scotland,Current Account,12,17,303.19,3,1,1,14,Social Media,3,0
CUST-00846,40,Male,Scotland,Crypto Wallet,8,11,4217.68,2,0,1,14,Referral,2,0
CUST-00847,38,Male,Wales,Investment ISA,4,19,1205.94,3,0,4,7,Organic,4,0
CUST-00848,64,Male,London,Current Account,20,11,554.05,2,0,3,12,Social Media,5,0
CUST-00849,27,Female,North West,Investment ISA,11,14,1288.1,4,0,0,8,Paid Ads,5,0
CUST-00850,28,Female,London,Crypto Wallet,14,13,860.91,2,0,2,9,Social Media,5,0
CUST-00851,27,Female,North West,Investment ISA,5,18,14324.58,3,0,1,10,Social Media,3,0
CUST-00852,28,Female,London,Current Account,35,20,27287.25,1,1,2,9,Referral,4,0
CUST-00853,27,Female,East of England,Crypto Wallet,9,12,254.0,2,1,4,8,Organic,4,0
CUST-00854,49,Female,Midlands,Investment ISA,10,23,307.4,1,1,2,15,Referral,4,0
CUST-00855,52,Female,Wales,Savings,6,14,726.88,1,1,0,13,Referral,5,0
CUST-00856,28,Male,London,Current Account,13,15,790.42,2,1,1,15,Social Media,3,0
CUST-00857,25,Female,South East,Savings,14,18,713.15,1,0,0,9,Organic,4,0
CUST-00858,40,Female,South East,Crypto Wallet,18,13,1432.13,2,0,3,10,Referral,3,0
CUST-00859,28,Male,North West,Current Account,82,13,1057.64,2,0,2,13,Social Media,4,0
CUST-00860,42,Female,South West,Current Account,56,18,356.26,1,0,2,14,Organic,3,0
CUST-00861,37,Female,North West,Crypto Wallet,22,15,527.33,1,0,1,10,Referral,4,0
CUST-00862,18,Male,London,Current Account,1,14,11563.47,3,1,3,9,Social Media,4,0
CUST-00863,53,Female,London,Business Account,22,15,1177.4,3,0,1,12,Paid Ads,3,0
CUST-00864,56,Male,London,Current Account,2,9,1107.26,2,0,7,11,Organic,3,0
CUST-00865,27,Male,South West,Savings,29,11,291.63,3,0,1,15,Referral,4,1
CUST-00866,30,Female,North West,Current Account,11,19,1037.05,3,0,1,7,Organic,4,0
CUST-00867,38,Female,Yorkshire,Business Account,43,18,5727.78,1,0,1,14,Paid Ads,3,0
CUST-00868,39,Female,Yorkshire,Investment ISA,68,7,3694.73,2,0,2,14,Organic,3,0
CUST-00869,42,Female,London,Business Account,12,9,4785.37,3,1,2,13,Paid Ads,2,0
CUST-00870,59,Male,London,Investment ISA,14,18,426.53,2,0,1,12,Social Media,2,0
CUST-00871,32,Female,Yorkshire,Current Account,21,18,418.41,2,0,1,10,Social Media,4,0
CUST-00872,25,Female,Yorkshire,Current Account,5,10,7045.35,2,1,2,5,Organic,3,0
CUST-00873,18,Non-binary,North West,Savings,62,11,4873.31,2,0,2,16,Referral,3,0
CUST-00874,26,Male,London,Investment ISA,13,10,1325.9,3,0,2,10,Organic,4,0
CUST-00875,34,Female,London,Business Account,4,20,5032.38,2,0,0,5,Referral,4,0
CUST-00876,56,Female,South East,Savings,34,8,426.84,1,1,2,15,Referral,1,0
CUST-00877,28,Female,London,Investment ISA,5,17,406.12,2,1,4,12,Paid Ads,3,0
CUST-00878,37,Female,South East,Business Account,3,16,259.58,2,0,2,6,Paid Ads,3,1
CUST-00879,34,Male,North West,Current Account,19,20,2789.91,2,1,0,10,Paid Ads,5,0
CUST-00880,49,Female,London,Crypto Wallet,26,14,2345.05,1,1,2,12,Organic,4,0
CUST-00881,65,Female,London,Savings,20,13,965.94,1,1,1,12,Paid Ads,3,0
CUST-00882,28,Male,East of England,Investment ISA,25,18,708.77,1,1,4,7,Social Media,3,0
CUST-00883,29,Female,Midlands,Current Account,2,16,32776.21,1,0,2,11,Organic,5,0
